PCC7942_PG_locus,PCC7942_NCBI-alias,PCC7942_alias,PCC7942_start,PCC7942_end,PCC7942_strand,gene_name,Annotation_description,Additional description,PCC7942_essentiality,PCC7942_regulatory_region_essentiality,PCC7942_uninterupted_upstream_length,cyano_conserved,greencut2_conserved,Notes on PG Annotation
SE_178,(SYNPCC7942_RS00865),Synpcc7942_0170,170498,170752,Forward,,hypothetical protein,,non-essential,,,no,no,UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from PCC 7942 RNAseq data
SE_179,SYNPCC7942_RS00870,(Synpcc7942_0171),170929,171915,Forward,cysM,cysteine synthase,,non-essential,,,no,no,
SE_180,SYNPCC7942_RS00875,Synpcc7942_0172,171912,172205,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_181,SYNPCC7942_RS00880,Synpcc7942_0173,172202,173071,Reverse,cysQ,3'-phosphoadenosine 5'-phosphosulfate 3'-phosphatase,,non-essential,,,no,no,
SE_182,SYNPCC7942_RS00885,Synpcc7942_0174,173111,173989,Forward,,16S rRNA methyltransferase,,non-essential,,,yes,no,
SE_183,SYNPCC7942_RS00890,Synpcc7942_0175,173986,174198,Forward,,DUF1049 domain-containing protein,,essential,non-essential,0,no,no,
SE_184,SYNPCC7942_RS13665,Synpcc7942_0176,174311,174712,Forward,,hypothetical protein,synthase/transferase,non-essential,,,no,no,
SE_185,SYNPCC7942_RS00900,Synpcc7942_0177,174709,175497,Reverse,,ABC-2 type transport system permease protein,,non-essential,,,no,no,
SE_186,SYNPCC7942_RS00905,Synpcc7942_0178,175494,176477,Reverse,,ATP-binding cassette domain-containing protein,,non-essential,,,no,no,
SE_187,SYNPCC7942_RS00910,Synpcc7942_0179,176742,177095,Forward,,tRNA-binding protein,,non-essential,,,no,no,
SE_188,SYNPCC7942_RS00915,Synpcc7942_0180,177550,178422,Reverse,,DUF4435 domain-containing protein,sometimes associated with AAA domain proteins,non-essential,,,no,no,
SE_189,SYNPCC7942_RS00920,Synpcc7942_0181,178419,179792,Reverse,,AAA family ATPase,putative toxin of Type IV TA system,essential,essential,112,no,no,
SE_190,SYNPCC7942_RS00925,Synpcc7942_0182,180156,180881,Reverse,,class I SAM-dependent methyltransferase,,non-essential,,,no,no,
SE_191,SYNPCC7942_RS00930,Synpcc7942_0183,181078,181467,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_192,SYNPCC7942_RS00935,Synpcc7942_0184,181464,182555,Forward,pit,"inorganic phosphate transporter, PiT family",,non-essential,,,no,no,
SE_193,SYNPCC7942_RS00940,Synpcc7942_0185,182620,184146,Forward,ggt,gamma-glutamyltranspeptidase,,non-essential,,,no,no,
SE_194,(SYNPCC7942_RS00945),Synpcc7942_0186,184160,184411,Forward,,hypothetical protein,,non-essential,,,no,no,"UTEX 2973 annotation added to reflect consensus of cyanobacteria annotations, using transcription evidence from PCC 7942 RNAseq data"
SE_195,SYNPCC7942_RS00950,Synpcc7942_0187,184418,185461,Reverse,,"Hemolysin, contains CBS domains",,beneficial,,,no,no,
SE_196,SYNPCC7942_RS00955,Synpcc7942_0188,185682,187418,Forward,,diguanylate cyclase/phosphodiesterase,,non-essential,,,no,no,
SE_197,SYNPCC7942_RS00960,(Synpcc7942_0189),187531,189258,Reverse,guaA,glutamine-hydrolyzing GMP synthase,,essential,non-essential,11,yes,no,
SE_198,SYNPCC7942_RS00965,Synpcc7942_0190,189273,190397,Reverse,cbiD,cobalt-precorrin-6A synthase,,essential,non-essential,7,yes,no,
SE_199,SYNPCC7942_RS00970,Synpcc7942_0191,190472,191620,Forward,,class V aminotransferase,,essential,non-essential,2,no,no,
SE_200,SYNPCC7942_RS00975,Synpcc7942_0192,191710,192186,Reverse,ycf60,hypothetical protein,chloroplast import apparatus,non-essential,,,yes,yes,
SE_201,SYNPCC7942_RS00980,Synpcc7942_0193,192247,192471,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_202,SYNPCC7942_RS00985,Synpcc7942_0194,192655,195516,Reverse,polA,DNA polymerase I,,ambiguous,,,yes,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from PCC 7942 RNAseq data, BLAST conserved domain results"
SE_203,SYNPCC7942_RS00990,Synpcc7942_0195,195630,196058,Forward,,Pentapeptide repeat-containing protein,Uncharacterized protein YjbI,non-essential,,,no,no,
SE_204,SYNPCC7942_RS00995,Synpcc7942_0196,196094,197575,Reverse,,"Apocarotenoid-15,15'-oxygenase",,non-essential,,,no,yes,
SE_205,SYNPCC7942_RS01000,Synpcc7942_0197,197572,198933,Reverse,,Folate-biopterin transporter,,non-essential,,,no,yes,
SE_206,SYNPCC7942_RS01005,Synpcc7942_0198,198993,200429,Reverse,ndbC,NADH dehydrogenase,,non-essential,,,no,no,
SE_207,SYNPCC7942_RS01010,Synpcc7942_0199,200426,201352,Reverse,,DUF2231 domain-containing protein,predicted membrane protein,non-essential,,,no,no,
SE_208,SYNPCC7942_RS01015,Synpcc7942_0200,201352,201888,Reverse,,DUF2231 domain-containing protein,predicted membrane protein,non-essential,,,no,no,UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations
SE_209,SYNPCC7942_RS01020,Synpcc7942_0201,201889,202641,Reverse,ccoO,cytochrome c oxidase,,non-essential,,,no,no,
SE_210,SYNPCC7942_RS01025,Synpcc7942_0202,202638,204089,Reverse,ccoN,cytochrome c oxidase cbb3-type subunit 1,,non-essential,,,no,no,"UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data (transcript 465), PCC 7942 RNAseq data, BLAST conserved domain results"
SE_211,SYNPCC7942_RS01030,Synpcc7942_0203,204483,205589,Reverse,ribD,diaminohydroxyphosphoribosylaminopyrimidine deaminase /5-amino-6-(5-phosphoribosylamino)uracil reductase,,essential,non-essential,8,yes,yes,
SE_212,SYNPCC7942_RS01035,Synpcc7942_0204,205582,206046,Reverse,,DUF3122 domain-containing protein,protein family with unknown function that appear to be limited to cyanobacteria,non-essential,,,no,no,
SE_213,SYNPCC7942_RS01040,Synpcc7942_0205,206198,207214,Forward,,bifunctional NMN adenylyltransferase/nudix hydrolase,,beneficial,,,no,no,
SE_214,SYNPCC7942_RS01045,Synpcc7942_0206,207362,208750,Forward,,nicotinamide phosphoribosyltransferase,,non-essential,,,no,no,"UTEX 2973 annotation added to reflect consensus of cyanobacteria annotations, using canonical start codon"
SE_215,,Synpcc7942_0207,208813,208983,Forward,,hypothetical protein,,non-essential,,,no,no,"UTEX2973 and UTEX3055 annotation added to reflect consensus of cyanobacteria annotations, evidence from O'Shea transcript data (transcript 655), PCC 7942 RNAseq data"
SE_216,SYNPCC7942_RS01055,Synpcc7942_0208,209056,211827,Forward,,Tfp pilus assembly protein PilF,,non-essential,,,no,no,
SE_217,SYNPCC7942_RS01060,Synpcc7942_0209,211824,212450,Reverse,maf,septum formation protein Maf,,non-essential,,,yes,no,
SE_218,SYNPCC7942_RS01065,Synpcc7942_0210,212496,212897,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_219,SYNPCC7942_RS01070,Synpcc7942_0211,212909,214384,Forward,cobQ,cobalamin biosynthesis protein CobQ,,essential,non-essential,0,yes,no,
SE_220,SYNPCC7942_RS01075,Synpcc7942_0212,214471,215559,Forward,aroC,chorismate synthase,,essential,non-essential,0,yes,no,
SE_221,SYNPCC7942_RS01080,Synpcc7942_0213,215643,216188,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_222,SYNPCC7942_RS01085,Synpcc7942_0214,216509,217432,Forward,,AEC family transporter,auxin efflux carrier family; transporter,non-essential,,,no,no,"UTEX2973 and UTEX3055 annotation changed to reflect consensus of cyanobacteria annotations, evidence from O'Shea transcript data (transcript 536), PCC 7942 RNAseq data, BLAST conserved domain results"
SE_223,SYNPCC7942_RS01090,Synpcc7942_0215,217424,217813,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_224,SYNPCC7942_RS01095,Synpcc7942_0216,217948,218964,Reverse,,NADPH2 quinone reductase,,non-essential,,,no,no,"UTEX2973 annotation changed to reflect consensus of cyanobacteria annotations, evidence from BLAST conserved domain results"
SE_225,SYNPCC7942_RS01100,Synpcc7942_0217,219113,219871,Forward,,"Phosphoglycolate phosphatase, HAD superfamily",,non-essential,,,no,no,UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from BLAST conserved domain results
SE_226,SYNPCC7942_RS01105,Synpcc7942_R0029,219927,220000,Forward,,tRNA-Pro,,,non-essential,27,,,
SE_227,SYNPCC7942_RS01110,Synpcc7942_0218,220024,220191,Reverse,,protochlorophyllide oxidoreductase,,ambiguous,,,no,no,
SE_228,SYNPCC7942_RS01115,Synpcc7942_0219,220316,220636,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_229,SYNPCC7942_RS01120,Synpcc7942_0220,220639,221397,Reverse,minD,MinD-like ATPase involved in chromosome partitioning or flagellar assembly,,non-essential,,,no,no,
SE_230,SYNPCC7942_RS01125,Synpcc7942_0221,221498,222535,Forward,glk,glucokinase,,non-essential,,,yes,no,
SE_231,SYNPCC7942_RS01130,Synpcc7942_0222,222532,223398,Forward,,Nucleoside-diphosphate-sugar epimerase,,essential,non-essential,0,no,yes,
SE_232,SYNPCC7942_RS01135,Synpcc7942_0223,223395,223805,Reverse,,hypothetical protein,,non-essential,,,no,no,UTEX 3055 annotation changed to reflect consensus of cyanobacteria annotations; evidence from PCC 7942 RNAseq data
SE_233,SYNPCC7942_RS01140,Synpcc7942_0224,223821,223961,Reverse,psbN,protein psbN,,ambiguous,,,yes,no,
SE_234,SYNPCC7942_RS01145,Synpcc7942_0225,224060,224263,Forward,psbH,photosystem II reaction center protein H,,essential,essential,72,yes,no,
SE_235,SYNPCC7942_RS01150,Synpcc7942_0226,224357,224632,Forward,,preprotein translocase subunit TatA,,essential,non-essential,9,no,yes,
SE_236,SYNPCC7942_RS01155,Synpcc7942_0227,224629,225255,Forward,pth,peptidyl-tRNA hydrolase,,essential,non-essential,0,yes,no,
SE_237,SYNPCC7942_RS01160,Synpcc7942_0228,225284,225544,Forward,,DUF3146 family protein,protein family with unknown function that appear to be limited to cyanobacteria,non-essential,,,yes,no,
SE_238,(SYNPCC7942_RS01165),Synpcc7942_0229,225658,226221,Forward,,hypothetical protein,,non-essential,,,no,no,
SE_239,SYNPCC7942_RS01170,Synpcc7942_0230,226263,227309,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_240,SYNPCC7942_RS01175,Synpcc7942_0231,227407,227931,Reverse,,acetyltransferase,,non-essential,,,no,no,
SE_241,SYNPCC7942_RS01180,Synpcc7942_0232,227939,229285,Reverse,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,,essential,non-essential,11,yes,no,
SE_242,SYNPCC7942_RS01185,Synpcc7942_0233,229629,230054,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_243,SYNPCC7942_RS01190,Synpcc7942_0234,230158,231150,Reverse,,alpha/beta hydrolase,,non-essential,,,no,no,
SE_244,SYNPCC7942_RS01195,Synpcc7942_0235,231162,231677,Forward,,cyclic nucleotide-binding protein,,non-essential,,,no,no,
SE_245,SYNPCC7942_RS01200,Synpcc7942_0236,232018,232557,Forward,,cyclic nucleotide-binding protein,,non-essential,,,no,no,
SE_246,SYNPCC7942_RS01205,Synpcc7942_0237,232565,233143,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_247,SYNPCC7942_RS01210,Synpcc7942_0238,233143,234324,Reverse,,hypothetical protein,,non-essential,,,no,no,
SE_248,SYNPCC7942_RS01215,Synpcc7942_0239,234331,234669,Reverse,petJ,cytochrome C6 soluble cytochrome f,,non-essential,,,no,no,
SE_249,SYNPCC7942_RS01220,Synpcc7942_0240,234851,235342,Reverse,apcD,allophycocyanin alpha-B subunit apoprotein,,non-essential,,,no,no,
SE_250,SYNPCC7942_RS01225,Synpcc7942_0241,235487,236854,Forward,rumA,23S rRNA m(5)U-1939 methyltransferase,,non-essential,,,no,no,
SE_251,SYNPCC7942_RS01230,,236936,237169,Forward,,hypothetical protein,,,,,,,UTEX 3055 annotation added to reflect consensus of cyanobacteria annotations; evidence from PCC 7942 RNAseq data
SE_252,SYNPCC7942_RS01235,Synpcc7942_0242,237166,238275,Reverse,,calcium/sodium antiporter,,non-essential,,,no,no,
SE_253,SYNPCC7942_RS01240,Synpcc7942_0243,238379,238522,Reverse,hliC,high light inducible polypeptide HliC,,non-essential,,,no,no,
SE_254,SYNPCC7942_RS01245,Synpcc7942_0244,238622,241156,Reverse,glgP,glycogen/starch/alpha-glucan phosphorylase,,non-essential,,,no,no,
SE_255,SYNPCC7942_RS01250,Synpcc7942_0245,241168,242229,Reverse,gap1,glyceraldehyde-3-phosphate dehydrogese,,non-essential,,,no,no,
SE_256,SYNPCC7942_RS01255,Synpcc7942_0246,242421,243500,Forward,,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain",,non-essential,,,no,no,
SE_257,SYNPCC7942_RS01260,Synpcc7942_0247,243507,244640,Forward,bgtB,"ABC-type amino acid transport system, permease component",,non-essential,,,no,no,
SE_258,SYNPCC7942_RS01265,Synpcc7942_0248,244642,245832,Forward,,"ABC-type amino acid transport system, permease component",,non-essential,,,no,no,
SE_259,SYNPCC7942_RS01270,Synpcc7942_0249,245851,246636,Forward,bgtA,"ABC-type polar amino acid transport system, ATPase component",,non-essential,,,no,no,
SE_260,SYNPCC7942_RS01275,Synpcc7942_0250,246639,247106,Forward,,Pentapeptide repeat-containing protein,,non-essential,,,no,no,
SE_261,SYNPCC7942_RS01280,Synpcc7942_0251,247110,247880,Forward,,DNA polymerase-3 subunit epsilon; 3'-5' exonuclease,,non-essential,,,no,no,
SE_262,SYNPCC7942_RS01285,Synpcc7942_0252,247909,248136,Reverse,cp12,hypothetical protein,"CP12 domain; The function of this domain is unknown, it does contain three conserved cysteines and a histidine, that suggests this may be a zinc binding domain",non-essential,,,no,no,
SE_263,SYNPCC7942_RS01290,(Synpcc7942_0253),248171,248659,Reverse,,hypothetical protein,This domain family includes the alpha-crystallin domain (ACD) of alpha-crystallin-type small heat shock proteins (sHsps) and a similar domain found in p23-like proteins,non-essential,,,no,no,
SE_264,SYNPCC7942_RS01295,Synpcc7942_0254,248859,251429,Forward,gyrA,DNA gyrase subunit A,,essential,non-essential,0,yes,no,
SE_265,SYNPCC7942_RS01300,Synpcc7942_0255,251503,252783,Reverse,,"Predicted ATPase, AAA+ superfamily",,non-essential,,,no,no,
SE_266,SYNPCC7942_RS01305,(Synpcc7942_0256),252903,254099,Forward,ama,amidohydrolase,,non-essential,,,no,no,"UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data (transcript 199), PCC 7942 RNAseq data, and BLAST conserved domain results"
SE_267,SYNPCC7942_RS01310,Synpcc7942_0257,254096,254845,Reverse,,membrane protein,,essential,non-essential,0,yes,yes,
SE_268,SYNPCC7942_RS01315,Synpcc7942_0258,254894,255334,Forward,,glyoxalase,,non-essential,,,no,no,
SE_269,SYNPCC7942_RS01320,Synpcc7942_0259,255474,255806,Forward,,hypothetical protein,UV excision repair protein Rad23,non-essential,,,no,no,
SE_270,SYNPCC7942_RS01325,Synpcc7942_0260,255961,258435,Reverse,clpC,ATP-dependent Clp protease,,essential,non-essential,30,yes,no,
SE_271,SYNPCC7942_RS01330,Synpcc7942_0261,258579,259178,Reverse,rimI,alanine acetyltransferase,,non-essential,,,yes,no,
SE_272,SYNPCC7942_RS01335,Synpcc7942_0262,259226,260620,Forward,lysA,diaminopimelate decarboxylase,,essential,essential,47,yes,no,
SE_273,SYNPCC7942_RS01340,Synpcc7942_0263,260700,261620,Forward,,TIGR00159 family protein,,non-essential,,,yes,no,
SE_274,SYNPCC7942_RS01345,Synpcc7942_0264,261617,262372,Forward,uppS,UDP pyrophosphate synthase,,essential,non-essential,0,yes,no,
SE_275,SYNPCC7942_RS01350,Synpcc7942_0265,262385,262660,Reverse,,DUF3143 domain-containing protein,,non-essential,,,no,no,
SE_276,SYNPCC7942_RS01355,Synpcc7942_0266,262638,263195,Reverse,dnaJ4,molecular chaperone DnaJ,,non-essential,,,no,no,
SE_277,SYNPCC7942_RS01360,Synpcc7942_0267,263757,264485,Forward,gidB,16S rRNA methyltransferase,,non-essential,,,yes,no,
SE_278,SYNPCC7942_RS01365,Synpcc7942_0268,264482,264964,Reverse,,MEKHLA domain-containing protein,"MEKHLA domain; The MEKHLA domain shares similarity with the PAS domain and is found in the 3' end of plant HD-ZIP III homeobox genes, and bacterial proteins.",non-essential,,,no,no,
SE_279,SYNPCC7942_RS01370,(Synpcc7942_0269),264976,265935,Reverse,,alpha/beta fold hydrolase,,non-essential,,,no,yes,"UTEX2973 and UTEX3055 annotation changed to reflect consensus of cyanobacteria annotations, evidence from O'Shea transcript data (transcript 92), PCC 7942 RNAseq data"
SE_280,SYNPCC7942_RS01375,(Synpcc7942_0270),265957,267168,Forward,,glycosyltransferase,all hits involved with pili type genes,non-essential,,,no,no,
SE_281,SYNPCC7942_RS01380,Synpcc7942_0271,267165,267896,Forward,cobA,uroporphyrinogen-III C-methyltransferase,,essential,non-essential,0,no,no,
SE_282,SYNPCC7942_RS01385,Synpcc7942_0272,267889,268683,Forward,hemD,uroporphyrinogen-III synthase,,essential,non-essential,0,no,no,
SE_283,SYNPCC7942_RS01390,Synpcc7942_0273,268662,269291,Forward,coaE,dephospho-CoA kinase,,essential,non-essential,0,yes,no,
SE_284,SYNPCC7942_RS01395,Synpcc7942_0274,269329,269667,Forward,,nucleotidyl transferase,,essential,non-essential,37,no,no,
SE_285,SYNPCC7942_RS01400,Synpcc7942_0275,269657,269989,Forward,,DUF86 domain-containing protein,,non-essential,,,no,no,
SE_286,SYNPCC7942_RS01405,(Synpcc7942_0276),270001,271461,Reverse,glcD,glycolate oxidase subunit GlcD,,non-essential,,,no,no,
SE_287,SYNPCC7942_RS01410,Synpcc7942_0277,271493,273532,Reverse,ligA,NAD-dependent DNA ligase LigA,,essential,non-essential,0,yes,no,
SE_288,SYNPCC7942_RS01415,Synpcc7942_0278,273657,274154,Forward,hoxE,NAD(P)-dependent nickel-iron dehydrogenase diaphorase component subunit HoxE,,non-essential,,,no,no,
SE_289,SYNPCC7942_RS01420,Synpcc7942_0279,274154,275758,Forward,hoxF,NAD(P)-dependent nickel-iron dehydrogenase flavin-containing subunit,,non-essential,,,no,no,
SE_290,SYNPCC7942_RS01425,Synpcc7942_0280,275768,277033,Reverse,cinA,competence/damage-inducible protein cinA,,non-essential,,,yes,no,
SE_291,SYNPCC7942_RS01430,Synpcc7942_0281,277043,278116,Reverse,,glycosyl transferase,,essential,non-essential,18,no,no,
SE_292,SYNPCC7942_RS01435,Synpcc7942_0282,278139,279422,Reverse,glyA,serine hydroxymethyltransferase,,essential,non-essential,18,yes,no,
SE_293,SYNPCC7942_RS01440,Synpcc7942_0283,279619,280623,Reverse,,dihydrouridine synthase TIM-barrel protein nifR3,,non-essential,,,no,no,
SE_294,SYNPCC7942_RS01445,Synpcc7942_0284,280701,281009,Forward,ccmK3,carbon dioxide-concentrating protein CcmK,,essential,non-essential,34,no,no,
SE_295,SYNPCC7942_RS01450,Synpcc7942_0285,281054,281395,Forward,ccmK4,"chain a, carbon dioxide-concentrating protein CcmK",,essential,non-essential,6,no,no,
SE_296,SYNPCC7942_RS01455,Synpcc7942_0286,281480,281842,Forward,,protein of unknown function (DUF1823),,non-essential,,,yes,no,UTEX 2973 annotation changed to reflect consensus of cyanobacteria annotations; evidence from O'Shea transcript data (transcript 370)
SE_297,SYNPCC7942_RS13610,Synpcc7942_0287,281897,282592,Forward,,potassium channel family protein,,non-essential,,,no,no,
SE_298,SYNPCC7942_RS01465,Synpcc7942_0288,282604,283962,Reverse,glmU,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,,essential,non-essential,19,yes,no,
SE_299,SYNPCC7942_RS01470,Synpcc7942_0289,284148,286994,Forward,secA,preprotein translocase subunit SecA,,essential,essential,81,yes,no,
SE_300,SYNPCC7942_RS01475,Synpcc7942_0290,287003,288139,Forward,pyrD,dihydroorotate oxidase A,,essential,non-essential,5,yes,no,
SE_301,SYNPCC7942_RS01480,Synpcc7942_R0030,288160,288232,Reverse,,tRNA-Ala,,,non-essential,21,,,
SE_302,SYNPCC7942_RS01485,Synpcc7942_0291,288312,288530,Forward,,Protein of unknown function (DUF2555),This family is conserved in Cyanobacteria. The function is not known.,non-essential,,,no,no,
SE_303,SYNPCC7942_RS01490,Synpcc7942_0292,288534,289760,Forward,dfp,Phosphopantothenate-cysteine ligase /Phosphopantothenoylcysteine decarboxylase,,essential,non-essential,0,yes,no,
SE_304,SYNPCC7942_RS01495,Synpcc7942_0293,289757,290095,Reverse,,hypothetical protein,Manganese-stabilizing protein / photosystem II polypeptide; This family consists of the 33 KDa photosystem II polypeptide from the oxygen evolving complex (OEC) of plants and cyanobacteria. The protein is also known as the manganese-stabilizing protein as it is associated with the manganese complex of the OEC and may provide the ligands for the complex.,non-essential,,,no,no,
SE_305,SYNPCC7942_RS01500,Synpcc7942_0294,290394,291227,Forward,psbO,Photosystem II manganese-stabilizing polypeptide,,beneficial,,,yes,yes,
SE_306,SYNPCC7942_RS01505,Synpcc7942_0295,291417,292604,Forward,sat,sulfate adenylyltransferase,,beneficial,,,yes,no,
SE_307,SYNPCC7942_RS01510,(Synpcc7942_0296),292726,294765,Forward,,caspase family protein,,beneficial,,,no,no,
SE_308,SYNPCC7942_RS01515,Synpcc7942_0297,294872,296713,Forward,ftsH,cell division protein FtsH,,essential,non-essential,2,no,yes,
