,new_locus_tag,old_locus_tag,start,end,strand,ncbi_gene_name,gene_name,biocyc_gene_name,Deutschbauer_gene,gene_product_old,gene_product,Deutschbauer_product,KEGG_ko
126,SYNPCC7942_RS00635,Synpcc7942_0125,124738,125367,-,hisB,hisB,hisB,hisB,imidazoleglycerol-phosphate dehydratase HisB,Imidazoleglycerol-phosphate dehydratase,imidazoleglycerol-phosphate dehydratase,K01693
127,SYNPCC7942_RS00640,Synpcc7942_0126,125382,126158,-,fabI,fabI,fabI,envM,enoyl-ACP reductase FabI,enoyl-(acyl-carrier-protein) reductase,enoyl-(acyl carrier protein) reductase,K00208
128,SYNPCC7942_RS00645,Synpcc7942_0127,126390,127058,+,ntcA,ntcA,ntcA,ntcA,global nitrogen regulator NtcA,NtcA global nitrogen regulator,"transcriptional regulator, Crp/Fnr family",K21561
129,SYNPCC7942_RS00650,Synpcc7942_0128,127151,128449,+,SYNPCC7942_RS00650,SYNPCC7942_0128,SYNPCC7942_0128,,DUF3084 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS00650,
130,SYNPCC7942_RS00655,Synpcc7942_0129,128446,128877,+,ruvX,SYNPCC7942_0129,SYNPCC7942_0129,,pre-16S rRNA-processing nuclease YqgF,"Resolvase, RNase H-like fold",SYNPCC7942_RS00655,
131,SYNPCC7942_RS00660,Synpcc7942_0130,128822,129409,-,SYNPCC7942_RS00660,SYNPCC7942_0130,SYNPCC7942_0130,,hypothetical protein,hypothetical protein,SYNPCC7942_RS00660,
132,SYNPCC7942_RS00665,Synpcc7942_0131,129670,132495,-,SYNPCC7942_RS00665,SYNPCC7942_0131,SYNPCC7942_0131,,cyclic nucleotide-binding domain-containing protein,cyclic nucleotide-binding domain (cNMP-BD) protein,SYNPCC7942_RS00665,
133,SYNPCC7942_RS00670,Synpcc7942_0132,132721,133770,-,SYNPCC7942_RS00670,SYNPCC7942_0132,SYNPCC7942_0132,,NAD(P)-binding protein,conserved hypothetical protein,SYNPCC7942_RS00670,K06955
134,SYNPCC7942_RS00675,Synpcc7942_0133,133915,134754,+,SYNPCC7942_RS00675,SYNPCC7942_0133,SYNPCC7942_0133,,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS00675,
135,SYNPCC7942_RS00680,Synpcc7942_0134,134859,136052,+,SYNPCC7942_RS00680,SYNPCC7942_0134,SYNPCC7942_0134,,O-antigen ligase family protein,hypothetical protein,hypothetical protein,
136,SYNPCC7942_RS00685,Synpcc7942_0135,136016,136651,-,SYNPCC7942_RS00685,SYNPCC7942_0135,SYNPCC7942_0135,,methyltransferase domain-containing protein,Methylase involved in ubiquinone/menaquinone biosynthesis,SYNPCC7942_RS00685,K03183
137,SYNPCC7942_RS00690,Synpcc7942_0136,136706,138013,-,SYNPCC7942_RS00690,SYNPCC7942_0136,SYNPCC7942_0136,,site-specific integrase,phage integrase,SYNPCC7942_RS00690,
138,SYNPCC7942_RS00695,Synpcc7942_0137,138115,139278,+,SYNPCC7942_RS00695,hemH,hemH,hemH,ferrochelatase,ferrochelatase,ferrochelatase,K01772
139,SYNPCC7942_RS00700,Synpcc7942_0138,139416,140018,+,SYNPCC7942_RS00700,SYNPCC7942_0138,SYNPCC7942_0138,SYNPCC7942_RS00700,M23 family metallopeptidase,"Membrane proteins, metalloendopeptidases-like",SYNPCC7942_RS00700,
140,SYNPCC7942_RS00705,Synpcc7942_0139,140268,142106,+,ilvB,ilvB,ilvB,ilvB,biosynthetic-type acetolactate synthase large subunit,"acetolactate synthase, large subunit, biosynthetic type",acetolactate synthase 3 catalytic subunit,K01652
141,SYNPCC7942_RS00710,Synpcc7942_0140,142233,142631,-,SYNPCC7942_RS00710,SYNPCC7942_0140,SYNPCC7942_0140,SYNPCC7942_RS00710,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS00710,
142,SYNPCC7942_RS00715,Synpcc7942_0141,142618,143562,-,secF,secF,secF,secF,protein translocase subunit SecF,SecF protein,preprotein translocase subunit SecF,K03074
143,SYNPCC7942_RS00720,Synpcc7942_0142,143572,144966,-,secD,secD,secD,secD,protein translocase subunit SecD,protein-export membrane protein SecD,preprotein translocase subunit SecD,K03072
144,SYNPCC7942_RS00725,Synpcc7942_0143,145003,145983,-,SYNPCC7942_RS00725,SYNPCC7942_RS00725,SYNPCC7942_RS00725,pdhB,alpha-ketoacid dehydrogenase subunit beta,SYNPCC7942_RS00725,pyruvate/2-oxoglutarate dehydrogenase complex dehydrogenase (E1) component,K00162
145,SYNPCC7942_RS00730,Synpcc7942_0144,146268,146720,+,SYNPCC7942_RS00730,SYNPCC7942_0144,SYNPCC7942_0144,SYNPCC7942_RS00730,DUF4281 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS00730,
146,SYNPCC7942_RS00735,Synpcc7942_0145,146717,147040,-,SYNPCC7942_RS00735,SYNPCC7942_0145,SYNPCC7942_0145,SYNPCC7942_RS00735,DUF3082 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS00735,
147,SYNPCC7942_RS00740,Synpcc7942_0146,147160,147855,+,SYNPCC7942_RS00740,SYNPCC7942_0146,SYNPCC7942_0146,SYNPCC7942_RS00740,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS00740,
148,SYNPCC7942_RS00745,Synpcc7942_0147,148159,148491,-,SYNPCC7942_RS00745,SYNPCC7942_0147,SYNPCC7942_0147,SYNPCC7942_RS00745,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS00745,
149,SYNPCC7942_RS00750,Synpcc7942_0148,148646,150190,+,SYNPCC7942_RS00750,SYNPCC7942_0148,SYNPCC7942_0148,SYNPCC7942_RS00750,AAA family ATPase,conserved hypothetical protein,SYNPCC7942_RS00750,K07028
150,SYNPCC7942_RS00755,Synpcc7942_0149,150187,150744,-,SYNPCC7942_RS00755,ogt,ogt,SYNPCC7942_RS00755,methylated-DNA--[protein]-cysteine S-methyltransferase,methylated-DNA--protein-cysteine methyltransferase,SYNPCC7942_RS00755,K10778
151,SYNPCC7942_RS00760,Synpcc7942_0150,150752,151858,-,SYNPCC7942_RS00760,dpm,dpm,SYNPCC7942_RS00760,glycosyltransferase,Dolichyl-phosphate beta-D-mannosyltransferase,SYNPCC7942_RS00760,K00721
152,SYNPCC7942_RS00765,Synpcc7942_0151,152527,154917,+,SYNPCC7942_RS00765,psfR,psfR,SYNPCC7942_RS00765,response regulator,PsbAI-stimulating factor,SYNPCC7942_RS00765,
153,SYNPCC7942_RS00770,Synpcc7942_0152,154914,156020,-,SYNPCC7942_RS00770,mraY,mraY,mraY,phospho-N-acetylmuramoyl-pentapeptide-transferase,phospho-N-acetylmuramoyl-pentapeptide- transferase,phospho-N-acetylmuramoyl-pentapeptide- transferase,K01000
154,SYNPCC7942_RS00775,Synpcc7942_0153,156026,156307,-,SYNPCC7942_RS00775,SYNPCC7942_0153,SYNPCC7942_0153,,DUF3134 domain-containing protein,conserved hypothetical protein,hypothetical protein,
155,SYNPCC7942_RS00780,Synpcc7942_0154,156340,156957,+,SYNPCC7942_RS00780,SYNPCC7942_0154,SYNPCC7942_0154,SYNPCC7942_RS00780,fibrillin,hypothetical protein,SYNPCC7942_RS00780,
156,SYNPCC7942_RS00785,Synpcc7942_0155,156954,157184,+,SYNPCC7942_RS00785,SYNPCC7942_0155,SYNPCC7942_0155,SYNPCC7942_RS00785,hypothetical protein,hypothetical protein,SYNPCC7942_RS00785,
157,SYNPCC7942_RS00790,Synpcc7942_0156,157210,158841,-,SYNPCC7942_RS00790,pgm1,pgm1,SYNPCC7942_RS00790,alpha-D-glucose phosphate-specific phosphoglucomutase,phosphoglucomutase,SYNPCC7942_RS00790,K01835
158,SYNPCC7942_RS00795,Synpcc7942_0157,159042,159560,-,SYNPCC7942_RS00795,SYNPCC7942_0157,SYNPCC7942_0157,SYNPCC7942_RS00795,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS00795,
159,SYNPCC7942_RS00800,Synpcc7942_0158,159996,161171,-,moeB,moeB,SYNPCC7942_0158,moeB,molybdopterin-synthase adenylyltransferase MoeB,rhodanese,hypothetical protein,K21147
160,SYNPCC7942_RS00805,Synpcc7942_0159,161198,161632,-,SYNPCC7942_RS00805,SYNPCC7942_0159,SYNPCC7942_0159,SYNPCC7942_RS00805,M67 family metallopeptidase,Mov34/MPN/PAD-1,SYNPCC7942_RS00805,
161,SYNPCC7942_RS00810,Synpcc7942_0160,161726,162661,+,SYNPCC7942_RS00810,era,era,era,GTPase Era,GTP-binding protein Era,GTP-binding protein Era,K03595
162,SYNPCC7942_RS00815,Synpcc7942_0161,162764,163306,+,SYNPCC7942_RS00815,SYNPCC7942_0161,SYNPCC7942_0161,,phycobiliprotein lyase,conserved hypothetical protein,hypothetical protein,
163,SYNPCC7942_RS00820,Synpcc7942_0162,163405,163755,+,SYNPCC7942_RS00820,SYNPCC7942_0162,SYNPCC7942_0162,SYNPCC7942_RS00820,hypothetical protein,hypothetical protein,SYNPCC7942_RS00820,
164,SYNPCC7942_RS00825,Synpcc7942_0163,163761,164510,+,SYNPCC7942_RS00825,SYNPCC7942_0163,SYNPCC7942_0163,SYNPCC7942_RS00825,class I SAM-dependent methyltransferase,conserved hypothetical protein,SYNPCC7942_RS00825,
165,SYNPCC7942_RS00830,Synpcc7942_0164,164548,164967,+,rsfS,iojap,iojap,SYNPCC7942_RS00830,ribosome silencing factor,Iojap-related protein,SYNPCC7942_RS00830,K09710
166,SYNPCC7942_RS00835,Synpcc7942_0165,164986,165486,+,SYNPCC7942_RS00835,SYNPCC7942_0165,SYNPCC7942_0165,SYNPCC7942_RS00835,CGLD27 family protein,hypothetical protein,SYNPCC7942_RS00835,
167,SYNPCC7942_RS00840,Synpcc7942_0166,165483,166436,+,SYNPCC7942_RS00840,SYNPCC7942_0166,SYNPCC7942_0166,SYNPCC7942_RS00840,asparaginase,conserved hypothetical protein,SYNPCC7942_RS00840,K01424
168,SYNPCC7942_RS00850,Synpcc7942_0167,166695,166925,-,SYNPCC7942_RS00850,SYNPCC7942_0167,SYNPCC7942_0167,SYNPCC7942_RS00850,hypothetical protein,hypothetical protein,SYNPCC7942_RS00850,
169,SYNPCC7942_RS00855,Synpcc7942_0168,167065,167748,+,SYNPCC7942_RS00855,SYNPCC7942_0168,SYNPCC7942_0168,SYNPCC7942_RS00855,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS00855,
170,SYNPCC7942_RS00860,Synpcc7942_0169,168176,170347,+,SYNPCC7942_RS00860,glnN,glnN,SYNPCC7942_RS00860,glutamine synthetase,glutamine synthetase type III subunit,SYNPCC7942_RS00860,K01915
171,SYNPCC7942_RS00865,,170435,170752,+,SYNPCC7942_RS00865,SYNPCC7942_RS00865,SYNPCC7942_RS00865,SYNPCC7942_RS00865,hypothetical protein,SYNPCC7942_RS00865,SYNPCC7942_RS00865,
172,SYNPCC7942_RS00870,Synpcc7942_0171,170929,171915,+,SYNPCC7942_RS00870,cysM,cysM,SYNPCC7942_RS00870,cysteine synthase A,cysteine synthase,SYNPCC7942_RS00870,K01738
173,SYNPCC7942_RS00875,Synpcc7942_0172,171912,172205,+,SYNPCC7942_RS00875,SYNPCC7942_0172,SYNPCC7942_0172,SYNPCC7942_RS00875,hypothetical protein,hypothetical protein,SYNPCC7942_RS00875,
174,SYNPCC7942_RS00880,Synpcc7942_0173,172202,173071,-,SYNPCC7942_RS00880,cysQ,cysQ,SYNPCC7942_RS00880,3'(2')%2C5'-bisphosphate nucleotidase CysQ,3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase-like,SYNPCC7942_RS00880,K01082
175,SYNPCC7942_RS00885,Synpcc7942_0174,173111,173989,+,rsmI,SYNPCC7942_0174,SYNPCC7942_0174,SYNPCC7942_RS00885,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,Protein of unknown function UPF0011,SYNPCC7942_RS00885,K07056
176,SYNPCC7942_RS00890,Synpcc7942_0175,173986,174198,+,SYNPCC7942_RS00890,SYNPCC7942_0175,SYNPCC7942_0175,,DUF1049 domain-containing protein,hypothetical protein,hypothetical protein,
177,SYNPCC7942_RS13665,Synpcc7942_0176,174311,174712,+,SYNPCC7942_RS13665,SYNPCC7942_RS13665,SYNPCC7942_RS13665,SYNPCC7942_RS13665,hypothetical protein,SYNPCC7942_RS13665,SYNPCC7942_RS13665,
178,SYNPCC7942_RS00900,Synpcc7942_0177,174709,175497,-,SYNPCC7942_RS00900,SYNPCC7942_0177,SYNPCC7942_0177,SYNPCC7942_RS00900,multidrug ABC transporter permease,"ABC-type uncharacterized transport system, permease component",SYNPCC7942_RS00900,K01992
179,SYNPCC7942_RS00905,Synpcc7942_0178,175494,176477,-,SYNPCC7942_RS00905,SYNPCC7942_0178,SYNPCC7942_0178,SYNPCC7942_RS00905,ATP-binding cassette domain-containing protein,"ABC-type uncharacterized transport system, ATPase component",SYNPCC7942_RS00905,K01990
180,SYNPCC7942_RS00910,Synpcc7942_0179,176757,177095,+,SYNPCC7942_RS00910,csaA,csaA,SYNPCC7942_RS00910,tRNA-binding protein,Secretion chaperone CsaA,SYNPCC7942_RS00910,
181,SYNPCC7942_RS00915,Synpcc7942_0180,177550,178422,-,SYNPCC7942_RS00915,SYNPCC7942_0180,SYNPCC7942_0180,SYNPCC7942_RS00915,DUF4435 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS00915,
182,SYNPCC7942_RS00920,Synpcc7942_0181,178419,179792,-,SYNPCC7942_RS00920,SYNPCC7942_0181,SYNPCC7942_0181,,AAA family ATPase,ATPase,ATPase,
183,SYNPCC7942_RS00925,Synpcc7942_0182,180156,180881,-,SYNPCC7942_RS00925,SYNPCC7942_0182,SYNPCC7942_0182,SYNPCC7942_RS00925,class I SAM-dependent methyltransferase,hypothetical protein,SYNPCC7942_RS00925,
184,SYNPCC7942_RS00930,Synpcc7942_0183,181078,181467,+,SYNPCC7942_RS00930,SYNPCC7942_0183,SYNPCC7942_0183,SYNPCC7942_RS00930,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS00930,
185,SYNPCC7942_RS00935,Synpcc7942_0184,181464,182555,+,SYNPCC7942_RS00935,SYNPCC7942_0184,SYNPCC7942_0184,SYNPCC7942_RS00935,inorganic phosphate transporter,putative phosphate permease,SYNPCC7942_RS00935,
186,SYNPCC7942_RS00940,Synpcc7942_0185,182620,184146,+,SYNPCC7942_RS00940,SYNPCC7942_RS00940,SYNPCC7942_RS00940,SYNPCC7942_RS00940,gamma-glutamyltranspeptidase,SYNPCC7942_RS00940,SYNPCC7942_RS00940,K00681
187,SYNPCC7942_RS00945,Synpcc7942_0186,184160,184411,+,SYNPCC7942_RS00945,SYNPCC7942_0186,SYNPCC7942_0186,SYNPCC7942_RS00945,hypothetical protein,uncharacterized protein,SYNPCC7942_RS00945,
188,SYNPCC7942_RS00950,Synpcc7942_0187,184418,185461,-,SYNPCC7942_RS00950,SYNPCC7942_0187,SYNPCC7942_0187,SYNPCC7942_RS00950,HlyC/CorC family transporter,conserved hypothetical protein,SYNPCC7942_RS00950,
189,SYNPCC7942_RS00955,Synpcc7942_0188,185682,187418,+,SYNPCC7942_RS00955,SYNPCC7942_RS00955,SYNPCC7942_RS00955,SYNPCC7942_RS00955,EAL domain-containing protein,SYNPCC7942_RS00955,SYNPCC7942_RS00955,
190,SYNPCC7942_RS00960,Synpcc7942_0189,187531,189135,-,guaA,guaA,guaA,guaA,glutamine-hydrolyzing GMP synthase,GMP synthase,bifunctional GMP synthase/glutamine amidotransferase protein,K01951
191,SYNPCC7942_RS00965,Synpcc7942_0190,189273,190397,-,SYNPCC7942_RS00965,cbiD,cbiD,cbiD,cobalt-precorrin-5B (C(1))-methyltransferase,cobalt-precorrin-6A synthase,cobalt-precorrin-6A synthase,K02188
192,SYNPCC7942_RS00970,Synpcc7942_0191,190472,191620,+,SYNPCC7942_RS00970,serC,serC,,alanine--glyoxylate aminotransferase family protein,phosphoserine transaminase,Serine--glyoxylate transaminase,
193,SYNPCC7942_RS00975,Synpcc7942_0192,191710,192186,-,SYNPCC7942_RS00975,SYNPCC7942_0192,SYNPCC7942_0192,,hypothetical protein,conserved hypothetical protein YCF60,SYNPCC7942_RS00975,
194,SYNPCC7942_RS00980,Synpcc7942_0193,192247,192471,-,SYNPCC7942_RS00980,SYNPCC7942_0193,SYNPCC7942_0193,,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS00980,
195,SYNPCC7942_RS00985,Synpcc7942_0194,192655,195549,-,polA,polA,polA,polA,DNA polymerase I,DNA polymerase I,DNA polymerase I,K02335
196,SYNPCC7942_RS00990,Synpcc7942_0195,195630,196058,+,SYNPCC7942_RS00990,SYNPCC7942_0195,SYNPCC7942_0195,,pentapeptide repeat-containing protein,conserved hypothetical protein,SYNPCC7942_RS00990,
197,SYNPCC7942_RS00995,Synpcc7942_0196,196094,197575,-,SYNPCC7942_RS00995,SYNPCC7942_RS00995,SYNPCC7942_RS00995,,lignostilbene alpha-beta-dioxygenase,SYNPCC7942_RS00995,SYNPCC7942_RS00995,K00464
198,SYNPCC7942_RS01000,Synpcc7942_0197,197572,198933,-,fbt,SYNPCC7942_0197,SYNPCC7942_0197,,folate/biopterin family MFS transporter,folate/biopterin transporter,SYNPCC7942_RS01000,
199,SYNPCC7942_RS01005,Synpcc7942_0198,198993,200429,-,SYNPCC7942_RS01005,ndbC,ndbC,,NAD(P)/FAD-dependent oxidoreductase,type 2 NADH dehydrogenase NdbC monomer,SYNPCC7942_RS01005,K03885
200,SYNPCC7942_RS01010,Synpcc7942_0199,200426,201352,-,SYNPCC7942_RS01010,SYNPCC7942_0199,SYNPCC7942_0199,,DUF2231 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS01010,
201,SYNPCC7942_RS01015,Synpcc7942_0200,201352,201888,-,SYNPCC7942_RS01015,SYNPCC7942_0200,SYNPCC7942_0200,,DUF2231 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS01015,
202,SYNPCC7942_RS01020,Synpcc7942_0201,201889,202641,-,SYNPCC7942_RS01020,ccoO,ccoO,,c-type cytochrome,cytochrome oxidase cytochrome c subunit,SYNPCC7942_RS01020,
203,SYNPCC7942_RS01025,Synpcc7942_0202,202638,203957,-,SYNPCC7942_RS01025,ccoN,ccoN,,cb-type cytochrome C oxidase subunit I,Cbb3-type cytochrome oxidase subunit 1-like,SYNPCC7942_RS01025,
204,SYNPCC7942_RS01030,Synpcc7942_0203,204483,205589,-,ribD,ribD1,ribD1,ribD,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,RibD Riboflavin-specific deaminase,5-amino-6-(5-phosphoribosylamino)uracil reductase / diaminohydroxyphosphoribosylaminopyrimidine deaminase,K11752
205,SYNPCC7942_RS01035,Synpcc7942_0204,205582,206046,-,SYNPCC7942_RS01035,SYNPCC7942_0204,SYNPCC7942_0204,,DUF3122 domain-containing protein,conserved hypothetical protein,SYNPCC7942_RS01035,
206,SYNPCC7942_RS01040,Synpcc7942_0205,206198,207214,+,SYNPCC7942_RS01040,SYNPCC7942_0205,SYNPCC7942_0205,,bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase,nicotinamide mononucleotide adenylyltransferase,SYNPCC7942_RS01040,K13522
207,SYNPCC7942_RS01045,Synpcc7942_0206,207362,208750,+,SYNPCC7942_RS01045,pncB,pncB,,nicotinate phosphoribosyltransferase,nicotinic acid phosphoribosyltransferase,SYNPCC7942_RS01045,K03462
208,SYNPCC7942_RS01055,Synpcc7942_0208,209056,211827,+,SYNPCC7942_RS01055,SYNPCC7942_0208,SYNPCC7942_0208,,tetratricopeptide repeat protein,TPR repeat,SYNPCC7942_RS01055,
209,SYNPCC7942_RS01060,Synpcc7942_0209,211824,212450,-,SYNPCC7942_RS01060,maf,maf,,septum formation inhibitor Maf,maf protein,SYNPCC7942_RS01060,K06287
210,SYNPCC7942_RS01065,Synpcc7942_0210,212496,212897,+,SYNPCC7942_RS01065,SYNPCC7942_0210,SYNPCC7942_0210,,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS01065,
211,SYNPCC7942_RS01070,Synpcc7942_0211,212909,214384,+,cobQ,cobQ,cobQ,cobQ,cobyric acid synthase CobQ,cobyric acid synthase CobQ,cobyric acid synthase,K02232
212,SYNPCC7942_RS01075,Synpcc7942_0212,214471,215559,+,aroC,aroC,aroC,aroC,chorismate synthase,chorismate synthase,chorismate synthase,K01736
213,SYNPCC7942_RS01080,Synpcc7942_0213,215643,216188,-,SYNPCC7942_RS01080,SYNPCC7942_0213,SYNPCC7942_0213,,hypothetical protein,hypothetical protein,SYNPCC7942_RS01080,
214,SYNPCC7942_RS01085,Synpcc7942_0214,216461,217432,+,SYNPCC7942_RS01085,SYNPCC7942_0214,SYNPCC7942_0214,,AEC family transporter,conserved hypothetical protein,SYNPCC7942_RS01085,K07088
215,SYNPCC7942_RS01090,Synpcc7942_0215,217424,217813,-,SYNPCC7942_RS01090,SYNPCC7942_0215,SYNPCC7942_0215,,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS01090,
216,SYNPCC7942_RS01095,Synpcc7942_0216,217948,218964,-,SYNPCC7942_RS01095,SYNPCC7942_0216,SYNPCC7942_0216,,zinc-dependent alcohol dehydrogenase family protein,putative zinc-binding oxidoreductase,SYNPCC7942_RS01095,K00344
217,SYNPCC7942_RS01100,Synpcc7942_0217,219107,219871,+,SYNPCC7942_RS01100,SYNPCC7942_0217,SYNPCC7942_0217,,HAD family hydrolase,phosphatases-like,SYNPCC7942_RS01100,
218,SYNPCC7942_RS01110,Synpcc7942_0218,220024,220191,-,SYNPCC7942_RS01110,SYNPCC7942_0218,SYNPCC7942_0218,,protochlorophyllide reductase,conserved hypothetical protein,SYNPCC7942_RS01110,
219,SYNPCC7942_RS01115,Synpcc7942_0219,220316,220636,-,SYNPCC7942_RS01115,SYNPCC7942_0219,SYNPCC7942_0219,,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS01115,
220,SYNPCC7942_RS01120,Synpcc7942_0220,220639,221397,-,SYNPCC7942_RS01120,minD,minD,,MinD/ParA family protein,probable cell division inhibitor MinD,SYNPCC7942_RS01120,
221,SYNPCC7942_RS01125,Synpcc7942_0221,221498,222535,+,SYNPCC7942_RS01125,glk,glk,,glucokinase,glucokinase,SYNPCC7942_RS01125,K00845
222,SYNPCC7942_RS01130,Synpcc7942_0222,222532,223398,+,SYNPCC7942_RS01130,SYNPCC7942_0222,SYNPCC7942_0222,,SDR family oxidoreductase,conserved hypothetical protein,SYNPCC7942_RS01130,
223,SYNPCC7942_RS01135,Synpcc7942_0223,223395,223805,-,SYNPCC7942_RS01135,SYNPCC7942_0223,SYNPCC7942_0223,,hypothetical protein,hypothetical protein,SYNPCC7942_RS01135,
224,SYNPCC7942_RS01140,Synpcc7942_0224,223821,223961,-,psbN,psbN,psbN,,photosystem II reaction center protein PsbN,PsbN,SYNPCC7942_RS01140,K02715
225,SYNPCC7942_RS01145,Synpcc7942_0225,224060,224263,+,psbH,psbH,psbH,,photosystem II reaction center protein PsbH,PsbH,SYNPCC7942_RS01145,K02709
226,SYNPCC7942_RS01150,Synpcc7942_0226,224357,224632,+,SYNPCC7942_RS01150,tatA,tatA,,TatA/E family twin arginine-targeting protein translocase,Sec-independent protein translocase TatA subunit,Sec-independent protein translocase TatA,K03116
227,SYNPCC7942_RS01155,Synpcc7942_0227,224629,225255,+,SYNPCC7942_RS01155,pth,pth,pth,aminoacyl-tRNA hydrolase,peptidyl-tRNA hydrolase,peptidyl-tRNA hydrolase,K01056
228,SYNPCC7942_RS01160,Synpcc7942_0228,225284,225544,+,SYNPCC7942_RS01160,SYNPCC7942_0228,SYNPCC7942_0228,,DUF3146 family protein,conserved hypothetical protein,SYNPCC7942_RS01160,
229,SYNPCC7942_RS01165,Synpcc7942_0229,225658,226221,+,SYNPCC7942_RS01165,SYNPCC7942_0229,SYNPCC7942_0229,,hypothetical protein,hypothetical protein,SYNPCC7942_RS01165,
230,SYNPCC7942_RS01170,Synpcc7942_0230,226263,227309,-,SYNPCC7942_RS01170,SYNPCC7942_0230,SYNPCC7942_0230,,hypothetical protein,hypothetical protein,SYNPCC7942_RS01170,
231,SYNPCC7942_RS01175,Synpcc7942_0231,227407,227931,-,SYNPCC7942_RS01175,SYNPCC7942_0231,SYNPCC7942_0231,,GNAT family N-acetyltransferase,putative acetyltransferase,SYNPCC7942_RS01175,
232,SYNPCC7942_RS01180,Synpcc7942_0232,227939,229285,-,aroA,aroA,aroA,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,3-phosphoshikimate 1-carboxyvinyltransferase,3-phosphoshikimate 1-carboxyvinyltransferase,K00800
233,SYNPCC7942_RS01185,Synpcc7942_0233,229629,230054,-,SYNPCC7942_RS01185,SYNPCC7942_0233,SYNPCC7942_0233,,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS01185,
234,SYNPCC7942_RS01190,Synpcc7942_0234,230158,231150,-,SYNPCC7942_RS01190,SYNPCC7942_0234,SYNPCC7942_0234,,alpha/beta fold hydrolase,conserved hypothetical protein,SYNPCC7942_RS01190,
235,SYNPCC7942_RS01195,Synpcc7942_0235,231162,231677,+,SYNPCC7942_RS01195,SYNPCC7942_0235,SYNPCC7942_0235,,cyclic nucleotide-binding domain-containing protein,cyclic nucleotide-binding domain (cNMP-BD) protein,SYNPCC7942_RS01195,
236,SYNPCC7942_RS01200,Synpcc7942_0236,232018,232557,+,SYNPCC7942_RS01200,SYNPCC7942_0236,SYNPCC7942_0236,,cyclic nucleotide-binding domain-containing protein,cyclic nucleotide-binding domain (cNMP-BD) protein,SYNPCC7942_RS01200,
237,SYNPCC7942_RS01205,Synpcc7942_0237,232565,233143,-,SYNPCC7942_RS01205,SYNPCC7942_0237,SYNPCC7942_0237,,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS01205,
238,SYNPCC7942_RS01210,Synpcc7942_0238,233143,234324,-,SYNPCC7942_RS01210,SYNPCC7942_0238,SYNPCC7942_0238,,hypothetical protein,conserved hypothetical protein,SYNPCC7942_RS01210,K09792
239,SYNPCC7942_RS01215,Synpcc7942_0239,234331,234669,-,SYNPCC7942_RS01215,petJ1,petJ1,,c-type cytochrome,cytochrome C6,SYNPCC7942_RS01215,K08906
240,SYNPCC7942_RS01220,Synpcc7942_0240,234851,235342,-,SYNPCC7942_RS01220,apcD,apcD,,allophycocyanin alpha-B chain,hypothetical protein,SYNPCC7942_RS01220,K02095
241,SYNPCC7942_RS01225,Synpcc7942_0241,235487,236854,+,rlmD,rumA,rumA,,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,23S rRNA (Uracil-5-)-methyltransferase,SYNPCC7942_RS01225,K03215
242,SYNPCC7942_RS01235,Synpcc7942_0242,237166,238275,-,SYNPCC7942_RS01235,SYNPCC7942_0242,SYNPCC7942_0242,,calcium/sodium antiporter,K+-dependent Na+/Ca+ exchanger related-protein,SYNPCC7942_RS01235,K07301
