locus_tag,old_locus_tag,new_annot,gene_name,new_product,cycbio_gene_name,cycbio_gene_product,COG,uniprot,start,end,strand,operon,accession
SYNPCC7942_RS00685,Synpcc7942_0135,SE_142,rapQ,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase",SYNPCC7942_0135,Methylase involved in ubiquinone/menaquinone biosynthesis,Coenzyme transport and metabolism,A0A0H3K5X1,136016,136651,-,,
SYNPCC7942_RS00690,Synpcc7942_0136,SE_143,SE_143,integrase,SYNPCC7942_0136,phage integrase,"Replication, recombination and repair",A0A0H3K2U8,136706,138013,-,,
SYNPCC7942_RS00695,Synpcc7942_0137,SE_144,hemH,ferrochelatase,hemH,ferrochelatase,Coenzyme transport and metabolism,Q31S00,138115,139278,+,,
SYNPCC7942_RS00700,Synpcc7942_0138,SE_145,SE_145,Peptidase family M23,SYNPCC7942_0138,"Membrane proteins, metalloendopeptidases-like",Cell wall/membrane/envelope biogenesis,Q31RZ9,139416,140018,+,,
SYNPCC7942_RS00705,Synpcc7942_0139,SE_146,ilvB,acetolactate synthase catalytic subunit,ilvB,"acetolactate synthase, large subunit, biosynthetic type",Coenzyme transport and metabolism,Q31RZ8,140268,142106,+,,
SYNPCC7942_RS00710,Synpcc7942_0140,SE_147,SE_147,hypothetical protein,SYNPCC7942_0140,conserved hypothetical protein,No COG annotation,A0A0H3K3D1,142233,142631,-,,
SYNPCC7942_RS00715,Synpcc7942_0141,SE_148,secF,preprotein translocase subunit SecF,secF,SecF protein,"Intracellular trafficking, secretion, and vesicular transport",Q31RZ6,142618,143562,-,,
SYNPCC7942_RS00720,Synpcc7942_0142,SE_149,secD,preprotein translocase subunit SecD,secD,protein-export membrane protein SecD,"Intracellular trafficking, secretion, and vesicular transport",Q31RZ5,143572,144966,-,,
SYNPCC7942_RS00725,Synpcc7942_0143,SE_150,pdhB,pyruvate/2-oxoglutarate dehydrogese complex dehydrogese (E1) component,SYNPCC7942_RS00725,SYNPCC7942_RS00725,Energy production and conversion,Q31RZ4,145003,145983,-,,
SYNPCC7942_RS00730,Synpcc7942_0144,SE_151,SE_151,DUF4281 domain-containing protein,SYNPCC7942_0144,conserved hypothetical protein,Function unknown,A0A0H3K9B2,146268,146720,+,,
SYNPCC7942_RS00735,Synpcc7942_0145,SE_152,SE_152, DUF3082 domain-containing protein,SYNPCC7942_0145,conserved hypothetical protein,Function unknown,A0A0H3K3C8,146717,147040,-,,
SYNPCC7942_RS00740,Synpcc7942_0146,SE_153,SE_153,hypothetical protein,SYNPCC7942_0146,conserved hypothetical protein,No COG annotation,Q31RZ1,147160,147855,+,,
SYNPCC7942_RS00745,Synpcc7942_0147,SE_154,SE_154,hypothetical protein,SYNPCC7942_0147,conserved hypothetical protein,No COG annotation,A0A0H3K2T6,148159,148491,-,,
SYNPCC7942_RS00750,Synpcc7942_0148,SE_155,SE_155,AAA family ATPase,SYNPCC7942_0148,conserved hypothetical protein,Function unknown,Q31RY9,148646,150190,+,,
SYNPCC7942_RS00755,Synpcc7942_0149,SE_156,SE_156,methylated-DNA--[protein]-cysteine S-methyltransferase,ogt,methylated-DNA--protein-cysteine methyltransferase,"Replication, recombination and repair",Q31RY8,150187,150744,-,,
SYNPCC7942_RS00760,Synpcc7942_0150,SE_157,SE_157,dolichyl-phosphate beta-D-mannosyltransferase,dpm,Dolichyl-phosphate beta-D-mannosyltransferase,Cell wall/membrane/envelope biogenesis,UPI0000460168,150752,151858,-,,
SYNPCC7942_RS00765,Synpcc7942_0151,SE_158,psfR,response regulator receiver modulated diguanylate cyclase,psfR,PsbAI-stimulating factor,Signal transduction mechanisms,Q31RY6,152527,154917,+,,
SYNPCC7942_RS00770,Synpcc7942_0152,SYNPCC7942_RS00770,SYNPCC7942_RS00770,SYNPCC7942_RS00770,mraY,phospho-N-acetylmuramoyl-pentapeptide- transferase,Cell wall/membrane/envelope biogenesis,Q5N2C7,154914,156020,-,,
SYNPCC7942_RS00775,Synpcc7942_0153,SE_160,SE_160,DUF3134 domain-containing protein,SYNPCC7942_0153,conserved hypothetical protein,Function unknown,A0A0H3K2T0,156026,156307,-,,
SYNPCC7942_RS00780,Synpcc7942_0154,SE_161,SE_161,fibrillin,SYNPCC7942_0154,hypothetical protein,Function unknown,A0A0H3K2Q2,156340,156957,+,,
SYNPCC7942_RS00785,Synpcc7942_0155,SE_162,SE_162,hypothetical protein,SYNPCC7942_0155,hypothetical protein,No COG annotation,Q31RY2,156954,157184,+,,
SYNPCC7942_RS00790,Synpcc7942_0156,SE_163,SE_163,phosphoglucomutase,pgm1,phosphoglucomutase,Carbohydrate transport and metabolism,A0A0H3K999,157210,158841,-,,
SYNPCC7942_RS00795,Synpcc7942_0157,SE_164,SE_164,hypothetical protein,SYNPCC7942_0157,conserved hypothetical protein,No COG annotation,A0A0H3K3C1,159042,159560,-,,
SYNPCC7942_RS00800,Synpcc7942_0158,SE_165,moeB,molybdopterin-synthase adenylyltransferase MoeB,SYNPCC7942_0158,rhodanese,Coenzyme transport and metabolism,Q31RX9,159996,161171,-,,
SYNPCC7942_RS00805,Synpcc7942_0159,SE_166,SE_166,M67 family metallopeptidase,SYNPCC7942_0159,Mov34/MPN/PAD-1,Function unknown,A0A0H3K2S3,161198,161632,-,,
SYNPCC7942_RS00810,Synpcc7942_0160,SE_167,era,GTPase Era,era,GTP-binding protein Era,Function unknown,A0A0H3K2P6,161726,162661,+,,
SYNPCC7942_RS00815,Synpcc7942_0161,SE_168,SE_168,phycobiliprotein lyase ,SYNPCC7942_0161,conserved hypothetical protein,Coenzyme transport and metabolism,A0A0H3K992,162764,163306,+,,
SYNPCC7942_RS00820,Synpcc7942_0162,SE_169,SE_169,hypothetical protein,SYNPCC7942_0162,hypothetical protein,No COG annotation,A0A0H3K3B7,163405,163755,+,,
SYNPCC7942_RS00825,Synpcc7942_0163,SE_170,SE_170,class I SAM-dependent methyltransferase,SYNPCC7942_0163,conserved hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H3K5U4,163761,164510,+,,
SYNPCC7942_RS00830,Synpcc7942_0164,SE_171,SE_171,iojap-like ribosome-associated protein,iojap,Iojap-related protein,"Translation, ribosomal structure and biogenesis",A0A0H3K2R8,164548,164967,+,,
SYNPCC7942_RS00835,Synpcc7942_0165,SE_172,ycf36,CGLD27 family protein,SYNPCC7942_0165,hypothetical protein,Function unknown,A0A0H3K2P1,164986,165486,+,,
SYNPCC7942_RS00840,Synpcc7942_0166,SE_173,SE_173,asparaginase,SYNPCC7942_0166,conserved hypothetical protein,Amino acid transport and metabolism,A0A0H3K985,165483,166436,+,,
SYNPCC7942_RS00850,Synpcc7942_0167,SE_175,SE_175,hypothetical protein,SYNPCC7942_0167,hypothetical protein,No COG annotation,Q31RX0,166695,166925,-,,
SYNPCC7942_RS00855,Synpcc7942_0168,SE_176,SE_176,hypothetical protein,SYNPCC7942_0168,conserved hypothetical protein,No COG annotation,Q31RW9,167065,167748,+,,
SYNPCC7942_RS00860,Synpcc7942_0169,SE_177,glnN,glutamine synthetase,glnN,glutamine synthetase type III subunit,Function unknown,A0A0H3K5T9,168176,170347,+,,
SYNPCC7942_RS00865,,SYNPCC7942_RS00865,SYNPCC7942_RS00865,SYNPCC7942_RS00865,SYNPCC7942_RS00865,SYNPCC7942_RS00865,No COG annotation,UPI000584411C,170435,170752,+,,
SYNPCC7942_RS00870,Synpcc7942_0171,SE_179,cysM,cysteine synthase,cysM,cysteine synthase,Amino acid transport and metabolism,UPI000046015D,170929,171915,+,,
SYNPCC7942_RS00875,Synpcc7942_0172,SE_180,SE_180,hypothetical protein,SYNPCC7942_0172,hypothetical protein,No COG annotation,Q31RW5,171912,172205,+,,
SYNPCC7942_RS00880,Synpcc7942_0173,SE_181,cysQ,3'-phosphoadenosine 5'-phosphosulfate 3'-phosphatase,cysQ,3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase-like,Inorganic ion transport and metabolism,A0A0H3K2N4,172202,173071,-,,
SYNPCC7942_RS00885,Synpcc7942_0174,SE_182,SE_182,16S rRNA methyltransferase,SYNPCC7942_0174,Protein of unknown function UPF0011,Coenzyme transport and metabolism,A0A0H3K977,173111,173989,+,,
SYNPCC7942_RS00890,Synpcc7942_0175,SE_183,SE_183,DUF1049 domain-containing protein,SYNPCC7942_0175,hypothetical protein,No COG annotation,Q31RW2,173986,174198,+,,
SYNPCC7942_RS13665,Synpcc7942_0176,SE_184,SE_184,hypothetical protein,SYNPCC7942_RS13665,SYNPCC7942_RS13665,No COG annotation,Q31RW1,174311,174712,+,,
SYNPCC7942_RS00900,Synpcc7942_0177,SE_185,SE_185,ABC-2 type transport system permease protein,SYNPCC7942_0177,"ABC-type uncharacterized transport system, permease component",Function unknown,Q31RW0,174709,175497,-,,
SYNPCC7942_RS00905,Synpcc7942_0178,SE_186,SE_186,ATP-binding cassette domain-containing protein,SYNPCC7942_0178,"ABC-type uncharacterized transport system, ATPase component",Function unknown,UPI0002DEFCC6,175494,176477,-,,
SYNPCC7942_RS00910,Synpcc7942_0179,SE_187,SE_187,tRNA-binding protein,csaA,Secretion chaperone CsaA,"Translation, ribosomal structure and biogenesis",UPI000585580C,176757,177095,+,,
SYNPCC7942_RS00915,Synpcc7942_0180,SE_188,SE_188,DUF4435 domain-containing protein,SYNPCC7942_0180,conserved hypothetical protein,Function unknown,A0A0H3K966,177550,178422,-,,
SYNPCC7942_RS00920,Synpcc7942_0181,SE_189,SE_189,AAA family ATPase,SYNPCC7942_0181,ATPase,Defense mechanisms,A0A0H3K3A6,178419,179792,-,,
SYNPCC7942_RS00925,Synpcc7942_0182,SE_190,SE_190,class I SAM-dependent methyltransferase,SYNPCC7942_0182,hypothetical protein,"Translation, ribosomal structure and biogenesis",Q31RV5,180156,180881,-,,
SYNPCC7942_RS00930,Synpcc7942_0183,SE_191,SE_191,hypothetical protein,SYNPCC7942_0183,conserved hypothetical protein,No COG annotation,Q31RV4,181078,181467,+,,
SYNPCC7942_RS00935,Synpcc7942_0184,SE_192,pit,"inorganic phosphate transporter, PiT family",SYNPCC7942_0184,putative phosphate permease,Inorganic ion transport and metabolism,A0A0H3K2M2,181464,182555,+,,
SYNPCC7942_RS00940,Synpcc7942_0185,SE_193,ggt,gamma-glutamyltranspeptidase,SYNPCC7942_RS00940,SYNPCC7942_RS00940,Amino acid transport and metabolism,Q31RV2,182620,184146,+,,
SYNPCC7942_RS00945,Synpcc7942_0186,SYNPCC7942_RS00945,SYNPCC7942_RS00945,SYNPCC7942_RS00945,SYNPCC7942_0186,uncharacterized protein,No COG annotation,UPI00003A06ED,184160,184411,+,,
SYNPCC7942_RS00950,Synpcc7942_0187,SE_195,SE_195,"Hemolysin, contains CBS domains",SYNPCC7942_0187,conserved hypothetical protein,Function unknown,A0A0H3K3A0,184418,185461,-,,
SYNPCC7942_RS00955,Synpcc7942_0188,SE_196,SE_196,diguanylate cyclase/phosphodiesterase,SYNPCC7942_RS00955,SYNPCC7942_RS00955,Signal transduction mechanisms,A0A0H3K5S2,185682,187418,+,,
SYNPCC7942_RS00960,Synpcc7942_0189,SE_197,guaA,glutamine-hydrolyzing GMP synthase,guaA,GMP synthase,Nucleotide transport and metabolism,UPI00003A06EA,187531,189135,-,,
SYNPCC7942_RS00965,Synpcc7942_0190,SE_198,cbiD,cobalt-precorrin-6A synthase,cbiD,cobalt-precorrin-6A synthase,Coenzyme transport and metabolism,Q31RU7,189273,190397,-,,
SYNPCC7942_RS00970,Synpcc7942_0191,SE_199,SE_199,class V aminotransferase,serC,phosphoserine transaminase,Amino acid transport and metabolism,A0A0H3K2P4,190472,191620,+,,
SYNPCC7942_RS00975,Synpcc7942_0192,SE_200,ycf60,hypothetical protein,SYNPCC7942_0192,conserved hypothetical protein YCF60,Function unknown,A0A0H3K2L7,191710,192186,-,,
SYNPCC7942_RS00980,Synpcc7942_0193,SE_201,SE_201,hypothetical protein,SYNPCC7942_0193,conserved hypothetical protein,No COG annotation,UPI0000460151,192247,192471,-,,
SYNPCC7942_RS00985,Synpcc7942_0194,SE_202,polA,DNA polymerase I,polA,DNA polymerase I,"Replication, recombination and repair",UPI0012DEE9CE,192655,195549,-,,
SYNPCC7942_RS00990,Synpcc7942_0195,SE_203,SE_203,Pentapeptide repeat-containing protein,SYNPCC7942_0195,conserved hypothetical protein,Signal transduction mechanisms,A0A0H3K5R5,195630,196058,+,,
SYNPCC7942_RS00995,Synpcc7942_0196,SE_204,SE_204,"Apocarotenoid-15,15'-oxygenase",SYNPCC7942_RS00995,SYNPCC7942_RS00995,Energy production and conversion,A0A0H3K2N7,196094,197575,-,,
SYNPCC7942_RS01000,Synpcc7942_0197,SE_205,SE_205,Folate-biopterin transporter,SYNPCC7942_0197,folate/biopterin transporter,Carbohydrate transport and metabolism,O68867,197572,198933,-,,
SYNPCC7942_RS01005,Synpcc7942_0198,SE_206,ndbC,NADH dehydrogenase,ndbC,type 2 NADH dehydrogenase NdbC monomer,Energy production and conversion,A0A0H3K945,198993,200429,-,,
SYNPCC7942_RS01010,Synpcc7942_0199,SE_207,SE_207,DUF2231 domain-containing protein,SYNPCC7942_0199,conserved hypothetical protein,Function unknown,Q31RT8,200426,201352,-,,
SYNPCC7942_RS01015,Synpcc7942_0200,SE_208,SE_208,DUF2231 domain-containing protein,SYNPCC7942_0200,conserved hypothetical protein,Function unknown,UPI000046014D,201352,201888,-,,
SYNPCC7942_RS01020,Synpcc7942_0201,SE_209,ccoO,cytochrome c oxidase,ccoO,cytochrome oxidase cytochrome c subunit,Energy production and conversion,A0A0H3K2N1,201889,202641,-,,
SYNPCC7942_RS01025,Synpcc7942_0202,SE_210,ccoN,cytochrome c oxidase cbb3-type subunit 1,ccoN,Cbb3-type cytochrome oxidase subunit 1-like,Energy production and conversion,UPI00003A06DF,202638,203957,-,,
SYNPCC7942_RS01030,Synpcc7942_0203,SE_211,ribD,diaminohydroxyphosphoribosylaminopyrimidine deaminase /5-amino-6-(5-phosphoribosylamino)uracil reductase,ribD1,RibD Riboflavin-specific deaminase,Coenzyme transport and metabolism,Q31RT4,204483,205589,-,,
SYNPCC7942_RS01035,Synpcc7942_0204,SE_212,SE_212,DUF3122 domain-containing protein,SYNPCC7942_0204,conserved hypothetical protein,Function unknown,A0A0H3K389,205582,206046,-,,
SYNPCC7942_RS01040,Synpcc7942_0205,SE_213,SE_213,bifunctional NMN adenylyltransferase/nudix hydrolase,SYNPCC7942_0205,nicotinamide mononucleotide adenylyltransferase,Nucleotide transport and metabolism,Q31RT2,206198,207214,+,,
SYNPCC7942_RS01045,Synpcc7942_0206,SE_214,SE_214,nicotinamide phosphoribosyltransferase,pncB,nicotinic acid phosphoribosyltransferase,Coenzyme transport and metabolism,A0A0H3K2M5,207362,208750,+,,
SYNPCC7942_RS01055,Synpcc7942_0208,SE_216,SE_216,Tfp pilus assembly protein PilF,SYNPCC7942_0208,TPR repeat,Cell wall/membrane/envelope biogenesis,Q31RS9,209056,211827,+,,
SYNPCC7942_RS01060,Synpcc7942_0209,SE_217,maf,septum formation protein Maf,maf,maf protein,"Cell cycle control, cell division, chromosome partitioning",UPI00003A06D9,211824,212450,-,,
SYNPCC7942_RS01065,Synpcc7942_0210,SE_218,SE_218,hypothetical protein,SYNPCC7942_0210,conserved hypothetical protein,No COG annotation,Q31RS7,212496,212897,+,,
SYNPCC7942_RS01070,Synpcc7942_0211,SE_219,cobQ,cobalamin biosynthesis protein CobQ,cobQ,cobyric acid synthase CobQ,Coenzyme transport and metabolism,Q31RS6,212909,214384,+,,
SYNPCC7942_RS01075,Synpcc7942_0212,SE_220,aroC,chorismate synthase,aroC,chorismate synthase,Amino acid transport and metabolism,Q31RS5,214471,215559,+,,
SYNPCC7942_RS01080,Synpcc7942_0213,SE_221,SE_221,hypothetical protein,SYNPCC7942_0213,hypothetical protein,No COG annotation,A0A0H3K385,215643,216188,-,,
SYNPCC7942_RS01085,Synpcc7942_0214,SE_222,SE_222,AEC family transporter,SYNPCC7942_0214,conserved hypothetical protein,Function unknown,UPI00058484F7,216461,217432,+,,
SYNPCC7942_RS01090,Synpcc7942_0215,SE_223,SE_223,hypothetical protein,SYNPCC7942_0215,conserved hypothetical protein,"Replication, recombination and repair",A0A0H3K2M0,217424,217813,-,,
SYNPCC7942_RS01095,Synpcc7942_0216,SE_224,SE_224,NADPH2 quinone reductase,SYNPCC7942_0216,putative zinc-binding oxidoreductase,Energy production and conversion,Q31RS1,217948,218964,-,,
SYNPCC7942_RS01100,Synpcc7942_0217,SE_225,SE_225,"Phosphoglycolate phosphatase, HAD superfamily",SYNPCC7942_0217,phosphatases-like,Function unknown,UPI00003A06D1,219107,219871,+,,
SYNPCC7942_RS01110,Synpcc7942_0218,SE_227,SE_227,protochlorophyllide oxidoreductase,SYNPCC7942_0218,conserved hypothetical protein,Function unknown,A0A0H3K381,220024,220191,-,,
SYNPCC7942_RS01115,Synpcc7942_0219,SE_228,SE_228,hypothetical protein,SYNPCC7942_0219,conserved hypothetical protein,No COG annotation,A0A0H3K5P4,220316,220636,-,,
SYNPCC7942_RS01120,Synpcc7942_0220,SE_229,minD,MinD-like ATPase involved in chromosome partitioning or flagellar assembly,minD,probable cell division inhibitor MinD,"Cell cycle control, cell division, chromosome partitioning",A0A0H3K2L5,220639,221397,-,,
SYNPCC7942_RS01125,Synpcc7942_0221,SE_230,glk,glucokinase,glk,glucokinase,Coenzyme transport and metabolism,A0A0H3K2K1,221498,222535,+,,
SYNPCC7942_RS01130,Synpcc7942_0222,SE_231,SE_231,Nucleoside-diphosphate-sugar epimerase,SYNPCC7942_0222,conserved hypothetical protein,Carbohydrate transport and metabolism,A0A0H3K915,222532,223398,+,,
SYNPCC7942_RS01135,Synpcc7942_0223,SE_232,SE_232,hypothetical protein,SYNPCC7942_0223,hypothetical protein,No COG annotation,Q31RR4,223395,223805,-,,
SYNPCC7942_RS01140,Synpcc7942_0224,SE_233,psbN,protein psbN,psbN,PsbN,Function unknown,Q31RR3,223821,223961,-,,
SYNPCC7942_RS01145,Synpcc7942_0225,SE_234,psbH,photosystem II reaction center protein H,psbH,PsbH,Function unknown,Q31RR2,224060,224263,+,,
SYNPCC7942_RS01150,Synpcc7942_0226,SE_235,SE_235,preprotein translocase subunit TatA,tatA,Sec-independent protein translocase TatA subunit,"Intracellular trafficking, secretion, and vesicular transport",Q31RR1,224357,224632,+,,
SYNPCC7942_RS01155,Synpcc7942_0227,SE_236,pth,peptidyl-tRNA hydrolase,pth,peptidyl-tRNA hydrolase,"Translation, ribosomal structure and biogenesis",Q31RR0,224629,225255,+,,
SYNPCC7942_RS01160,Synpcc7942_0228,SE_237,SE_237,DUF3146 family protein,SYNPCC7942_0228,conserved hypothetical protein,Function unknown,A0A0H3K377,225284,225544,+,,
SYNPCC7942_RS01165,Synpcc7942_0229,SYNPCC7942_RS01165,SYNPCC7942_RS01165,SYNPCC7942_RS01165,SYNPCC7942_0229,hypothetical protein,Function unknown,Q31RQ8,225658,226221,+,,
SYNPCC7942_RS01170,Synpcc7942_0230,SE_239,SE_239,hypothetical protein,SYNPCC7942_0230,hypothetical protein,No COG annotation,A0A0H3K2L0,226263,227309,-,,
SYNPCC7942_RS01175,Synpcc7942_0231,SE_240,SE_240,acetyltransferase,SYNPCC7942_0231,putative acetyltransferase,Cell wall/membrane/envelope biogenesis,A0A0H3K2J8,227407,227931,-,,
SYNPCC7942_RS01180,Synpcc7942_0232,SE_241,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,Amino acid transport and metabolism,Q31RQ5,227939,229285,-,,
SYNPCC7942_RS01185,Synpcc7942_0233,SE_242,SE_242,hypothetical protein,SYNPCC7942_0233,conserved hypothetical protein,No COG annotation,A0A0H3K909,229629,230054,-,,
SYNPCC7942_RS01190,Synpcc7942_0234,SE_243,SE_243,alpha/beta hydrolase,SYNPCC7942_0234,conserved hypothetical protein,Lipid transport and metabolism,A0A0H3K372,230158,231150,-,,
SYNPCC7942_RS01195,Synpcc7942_0235,SE_244,SE_244,cyclic nucleotide-binding protein,SYNPCC7942_0235,cyclic nucleotide-binding domain (cNMP-BD) protein,Signal transduction mechanisms,A0A0H3K5N4,231162,231677,+,,
SYNPCC7942_RS01200,Synpcc7942_0236,SE_245,SE_245,cyclic nucleotide-binding protein,SYNPCC7942_0236,cyclic nucleotide-binding domain (cNMP-BD) protein,Signal transduction mechanisms,A0A0H3K2K5,232018,232557,+,,
SYNPCC7942_RS01205,Synpcc7942_0237,SE_246,SE_246,hypothetical protein,SYNPCC7942_0237,conserved hypothetical protein,No COG annotation,A0A0H3K2J4,232565,233143,-,,
SYNPCC7942_RS01210,Synpcc7942_0238,SE_247,SE_247,hypothetical protein,SYNPCC7942_0238,conserved hypothetical protein,Function unknown,A0A0H3K901,233143,234324,-,,
SYNPCC7942_RS01215,Synpcc7942_0239,SE_248,petJ,cytochrome C6 soluble cytochrome f,petJ1,cytochrome C6,Energy production and conversion,Q31RP8,234331,234669,-,,
SYNPCC7942_RS01220,Synpcc7942_0240,SE_249,apcD,allophycocyanin alpha-B subunit apoprotein,apcD,hypothetical protein,Energy production and conversion,P11390,234851,235342,-,,
SYNPCC7942_RS01225,Synpcc7942_0241,SE_250,rumA,23S rRNA m(5)U-1939 methyltransferase,rumA,23S rRNA (Uracil-5-)-methyltransferase,"Translation, ribosomal structure and biogenesis",Q31RP6,235487,236854,+,,
SYNPCC7942_RS01235,Synpcc7942_0242,SE_252,SE_252,calcium/sodium antiporter,SYNPCC7942_0242,K+-dependent Na+/Ca+ exchanger related-protein,Inorganic ion transport and metabolism,Q31RP5,237166,238275,-,,
SYNPCC7942_RS01240,Synpcc7942_0243,SE_253,hliC,high light inducible polypeptide HliC,hliC,possible high light inducible polypeptide HliC,Function unknown,A0A0H3K2J0,238379,238522,-,,
SYNPCC7942_RS01245,Synpcc7942_0244,SE_254,glgP,glycogen/starch/alpha-glucan phosphorylase,glg,glycogen phosphorylase,Carbohydrate transport and metabolism,A0A0H3K8Y8,238622,241156,-,,
SYNPCC7942_RS01250,Synpcc7942_0245,SE_255,gap1,glyceraldehyde-3-phosphate dehydrogese,gap1,"glyceraldehyde-3-phosphate dehydrogenase, NAD+-dependent",Energy production and conversion,A0A0H3K365,241168,242229,-,,
SYNPCC7942_RS01255,Synpcc7942_0246,SE_256,SE_256,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain",SYNPCC7942_0246,"ABC-type amino acid transport system, extracellular solute-binding protein",Amino acid transport and metabolism,A0A0H3K5M3,242421,243500,+,,
SYNPCC7942_RS01260,Synpcc7942_0247,SE_257,bgtB,"ABC-type amino acid transport system, permease component",bgtB,"ABC-type amino acid transport system, permease subunit",Inorganic ion transport and metabolism,Q31RP0,243507,244640,+,,
SYNPCC7942_RS01265,Synpcc7942_0248,SE_258,SE_258,"ABC-type amino acid transport system, permease component",SYNPCC7942_0248,"ABC-type amino acid transport system, permease protein",Inorganic ion transport and metabolism,Q31RN9,244642,245832,+,,
SYNPCC7942_RS01270,Synpcc7942_0249,SE_259,bgtA,"ABC-type polar amino acid transport system, ATPase component",SYNPCC7942_0249,"ABC-type amino acid transport system, ATPase subunit",Amino acid transport and metabolism,Q31RN8,245851,246636,+,,
SYNPCC7942_RS01275,Synpcc7942_0250,SE_260,SE_260,Pentapeptide repeat-containing protein,SYNPCC7942_0250,conserved hypothetical protein,Function unknown,A0A0H3K360,246639,247106,+,,
