locus_tag,old_locus_tag,marie_annot,marie_gene_name,marie_product,gene_name,cycbio_gene_product,old_gene_name,old_gene_product,COG,uniprot,operon,accession,start,stop,strand
SYNPCC7942_RS00505,Synpcc7942_0099,SE_104,SE_104,nucleoside triphosphate pyrophosphohydrolase family protein,SYNPCC7942_0099,hypothetical protein,SYNPCC7942_RS00505,nucleoside triphosphate pyrophosphohydrolase family protein,Function unknown,A0A0H3K9H3,Op69,NC_007604.1,100202,100531,+
SYNPCC7942_RS00510,Synpcc7942_0100,SE_105,SE_105,hypothetical protein,SYNPCC7942_0100,conserved hypothetical protein,SYNPCC7942_RS00510,hypothetical protein,No COG annotation,Q31S37,Op70,NC_007604.1,100528,101082,-
SYNPCC7942_RS00515,Synpcc7942_0101,SE_106,ndbA,NAD(P)/FAD-dependent oxidoreductase,ndbA,type 2 NADH dehydrogenase NdbA monomer,SYNPCC7942_RS00515,NAD(P)/FAD-dependent oxidoreductase,Energy production and conversion,Q31S36,Op71,NC_007604.1,101259,102593,+
SYNPCC7942_RS00520,Synpcc7942_0102,SE_107,SE_107,"Endonuclease, Uma2 family (restriction endonuclease fold)",SYNPCC7942_0102,conserved hypothetical protein,SYNPCC7942_RS00520,Uma2 family endonuclease,Function unknown,Q31S35,Op72,NC_007604.1,102674,103237,+
SYNPCC7942_RS00525,Synpcc7942_0103,SE_108,SE_108,ankyrin-repeat containing protein,arpA,Ankyrin,SYNPCC7942_RS00525,ankyrin repeat domain-containing protein,Carbohydrate transport and metabolism,A0A0H3K2V4,Op73,NC_007604.1,103268,103645,-
SYNPCC7942_RS00530,Synpcc7942_0104,SE_109,SE_109,hypothetical protein,SYNPCC7942_0104,hypothetical protein,SYNPCC7942_RS00530,hypothetical protein,No COG annotation,UPI0005858984,Op73,NC_007604.1,103632,104456,-
SYNPCC7942_RS00535,Synpcc7942_0105,SE_110,nadE,NH(3)-dependent NAD( ) synthetase,nadE,NAD+ synthetase,SYNPCC7942_RS00535,NAD+ synthase,Coenzyme transport and metabolism,Q31S32,Op74,NC_007604.1,104653,106377,-
SYNPCC7942_RS00540,Synpcc7942_0106,SE_111,nadD,nicotinate-nucleotide adenylyltransferase,nadD,probable nicotinate-nucleotide adenylyltransferase,SYNPCC7942_RS00540,nicotinate-nucleotide adenylyltransferase,Coenzyme transport and metabolism,A0A0H3K602,Op74,NC_007604.1,106374,106952,-
SYNPCC7942_RS00545,Synpcc7942_0107,SE_112,SE_112,DUF697 domain-containing protein,SYNPCC7942_0107,Small GTP-binding protein domain,SYNPCC7942_RS00545,DUF697 domain-containing protein,Function unknown,Q31S30,Op74,NC_007604.1,106965,108383,-
SYNPCC7942_RS00550,Synpcc7942_0108,SE_113,SE_113,partitioning protein ParB,parB,ParB-like nuclease,SYNPCC7942_RS00550,ParB N-terminal domain-containing protein,Function unknown,A0A0H3K2U9,Op75,NC_007604.1,108556,108816,+
SYNPCC7942_RS00555,Synpcc7942_0109,SE_114,SE_114,ferritin,SYNPCC7942_0109,DNA-binding ferritin-like protein (oxidative damage protectant),SYNPCC7942_RS00555,DNA starvation/stationary phase protection protein,Inorganic ion transport and metabolism,Q31S28,Op76,NC_007604.1,108877,109383,+
SYNPCC7942_RS00560,Synpcc7942_0110,SE_115,SE_115,XRE family transcriptional regulator,SYNPCC7942_0110,"transcriptional regulator, XRE family",SYNPCC7942_RS00560,helix-turn-helix transcriptional regulator,Transcription,Q31S27,Op76,NC_007604.1,109390,109947,+
SYNPCC7942_RS00565,Synpcc7942_0111,SE_116,dnaK,molecular chaperone DnaK,dnaK4,DnaK protein-like,SYNPCC7942_RS00565,Hsp70 family protein,"Post-translational modification, protein turnover,and chaperones",Q31S26,Op77,NC_007604.1,110012,111607,+
SYNPCC7942_RS00570,Synpcc7942_0112,SE_117,phr,deoxyribodipyrimidine photolyase,phrA,Deoxyribodipyrimidine photolyase,SYNPCC7942_RS00570,deoxyribodipyrimidine photo-lyase%2C 8-HDF type,Coenzyme transport and metabolism,Q31S25,Op78,NC_007604.1,111686,113140,+
SYNPCC7942_RS00575,Synpcc7942_0113,SE_118,petL,cytochrome B6,SYNPCC7942_0113,hypothetical protein,petL,cytochrome b6-f complex subunit PetL,No COG annotation,A0A0H3K2X3,Op79,NC_007604.1,113196,113288,+
SYNPCC7942_RS00580,Synpcc7942_0114,SE_119,SE_119,hypothetical protein,SYNPCC7942_0114,hypothetical protein,SYNPCC7942_RS00580,hypothetical protein,No COG annotation,A0A0H3K2U3,Op79,NC_007604.1,113327,113698,+
SYNPCC7942_RS13655,Synpcc7942_0115,SE_120,SE_120,hypothetical protein,SYNPCC7942_RS13655,SYNPCC7942_RS13655,SYNPCC7942_RS13655,cupin domain-containing protein,Cell wall/membrane/envelope biogenesis,Q31S22,Op80,NC_007604.1,113631,114146,-
SYNPCC7942_RS00585,Synpcc7942_0116,SE_121,cscK,fructokinase,scrK,fructokinase,SYNPCC7942_RS00585,carbohydrate kinase,Carbohydrate transport and metabolism,A0A0H3K3E5,Op81,NC_007604.1,114299,115273,+
SYNPCC7942_RS13660,Synpcc7942_0117,SE_122,SE_122,hypothetical protein,SYNPCC7942_RS13660,SYNPCC7942_RS13660,SYNPCC7942_RS13660,hypothetical protein,No COG annotation,A0A0H3K5Y8,Op82,NC_007604.1,115391,116722,+
SYNPCC7942_RS00590,Synpcc7942_0118,SE_123,gatB,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferasesubunit B,gatB,"glutamyl-tRNA(Gln) amidotransferase, B subunit",gatB,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,"Translation, ribosomal structure and biogenesis",Q31S19,Op83,NC_007604.1,116943,118427,+
SYNPCC7942_RS00595,,SE_124,SE_124,hypothetical protein,SYNPCC7942_RS00595,SYNPCC7942_RS00595,SYNPCC7942_RS00595,nitrate/nitrite transporter NrtS,No COG annotation,UPI0009D6DEA7,Op84,NC_007604.1,118503,118793,+
SYNPCC7942_RS00600,Synpcc7942_0119,SE_125,SE_125,hypothetical protein,SYNPCC7942_0119,hypothetical protein,SYNPCC7942_RS00600,hypothetical protein,No COG annotation,A0A0H3K2T7,Op85,NC_007604.1,118735,119292,-
SYNPCC7942_RS00605,Synpcc7942_0120,SE_126,SE_126,tRNA(Arg) A34 adenosine deaminase TadA,SYNPCC7942_0120,Cytosine adenosine deaminases-like,SYNPCC7942_RS00605,nucleoside deaminase,Nucleotide transport and metabolism,Q31S17,Op86,NC_007604.1,119508,119993,-
SYNPCC7942_RS00610,Synpcc7942_0121,SE_127,SE_127,hypothetical protein,SYNPCC7942_0121,conserved hypothetical protein,SYNPCC7942_RS00610,hypothetical protein,Function unknown,Q31S16,Op86,NC_007604.1,120013,121239,-
SYNPCC7942_RS00620,Synpcc7942_0122,SE_129,SE_129,EAL domain-containing protein,SYNPCC7942_0122,EAL-domain protein,SYNPCC7942_RS00620,EAL domain-containing protein,Signal transduction mechanisms,A0A0H3K5Y4,Op87,NC_007604.1,121831,123408,-
SYNPCC7942_RS00630,Synpcc7942_0124,SE_131,SE_131,Thiopurine S-methyltransferase (TPMT),SYNPCC7942_0124,thiol methyltransferase 1-like,SYNPCC7942_RS00630,methyltransferase domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H3K2V9,Op88,NC_007604.1,124070,124669,-
SYNPCC7942_RS00635,Synpcc7942_0125,SE_132,hisB,imidazoleglycerol-phosphate dehydratase,hisB,Imidazoleglycerol-phosphate dehydratase,hisB,imidazoleglycerol-phosphate dehydratase HisB,Amino acid transport and metabolism,Q31S12,Op89,NC_007604.1,124738,125367,-
SYNPCC7942_RS00640,Synpcc7942_0126,SE_133,envM,Enoyl-[acyl-carrier-protein] reductase [NADH],fabI,enoyl-(acyl-carrier-protein) reductase,fabI,enoyl-ACP reductase FabI,Lipid transport and metabolism,Q31S11,Op89,NC_007604.1,125382,126158,-
SYNPCC7942_RS00645,Synpcc7942_0127,SE_134,ntcA,"transcriptional regulator, Crp/Fnr family",ntcA,NtcA global nitrogen regulator,ntcA,global nitrogen regulator NtcA,Transcription,UPI0000130572,Op90,NC_007604.1,126390,127058,+
SYNPCC7942_RS00650,Synpcc7942_0128,SE_135,SE_135,DUF3084 domain-containing protein,SYNPCC7942_0128,conserved hypothetical protein,SYNPCC7942_RS00650,DUF3084 domain-containing protein,Function unknown,A0A0H3K3D6,Op91,NC_007604.1,127151,128449,+
SYNPCC7942_RS00655,Synpcc7942_0129,SE_136,SE_136,"RNase H-fold protein, predicted Holliday junction resolvase",SYNPCC7942_0129,"Resolvase, RNase H-like fold",ruvX,pre-16S rRNA-processing nuclease YqgF,"Replication, recombination and repair",A0A0H3K5X8,Op91,NC_007604.1,128446,128877,+
SYNPCC7942_RS00660,Synpcc7942_0130,SE_137,SE_137,hypothetical protein,SYNPCC7942_0130,hypothetical protein,SYNPCC7942_RS00660,hypothetical protein,No COG annotation,Q31S07,Op92,NC_007604.1,128822,129409,-
SYNPCC7942_RS00665,Synpcc7942_0131,SE_138,SE_138,Cyclic nucleotide-binding domain-containing protein,SYNPCC7942_0131,cyclic nucleotide-binding domain (cNMP-BD) protein,SYNPCC7942_RS00665,cyclic nucleotide-binding domain-containing protein,Energy production and conversion,Q31S06,Op93,NC_007604.1,129670,132495,-
SYNPCC7942_RS00670,Synpcc7942_0132,SE_139,SE_139,NAD(P)-binding protein,SYNPCC7942_0132,conserved hypothetical protein,SYNPCC7942_RS00670,FAD-dependent oxidoreductase,Function unknown,Q31S05,Op94,NC_007604.1,132721,133770,-
SYNPCC7942_RS00675,Synpcc7942_0133,SE_140,SE_140,hypothetical protein,SYNPCC7942_0133,conserved hypothetical protein,SYNPCC7942_RS00675,hypothetical protein,Function unknown,Q31S04,Op95,NC_007604.1,133915,134754,+
SYNPCC7942_RS00680,Synpcc7942_0134,SE_141,SE_141,O-antigen ligase family protein,SYNPCC7942_0134,hypothetical protein,SYNPCC7942_RS00680,O-antigen ligase family protein,Cell wall/membrane/envelope biogenesis,UPI0012DF953E,Op95,NC_007604.1,134859,136052,+
SYNPCC7942_RS00685,Synpcc7942_0135,SE_142,rapQ,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase",SYNPCC7942_0135,Methylase involved in ubiquinone/menaquinone biosynthesis,SYNPCC7942_RS00685,methyltransferase domain-containing protein,Coenzyme transport and metabolism,A0A0H3K5X1,Op96,NC_007604.1,136016,136651,-
SYNPCC7942_RS00690,Synpcc7942_0136,SE_143,SE_143,integrase,SYNPCC7942_0136,phage integrase,SYNPCC7942_RS00690,site-specific integrase,"Replication, recombination and repair",A0A0H3K2U8,Op97,NC_007604.1,136706,138013,-
SYNPCC7942_RS00695,Synpcc7942_0137,SE_144,hemH,ferrochelatase,hemH,ferrochelatase,SYNPCC7942_RS00695,ferrochelatase,Coenzyme transport and metabolism,Q31S00,Op98,NC_007604.1,138115,139278,+
SYNPCC7942_RS00700,Synpcc7942_0138,SE_145,SE_145,Peptidase family M23,SYNPCC7942_0138,"Membrane proteins, metalloendopeptidases-like",SYNPCC7942_RS00700,M23 family metallopeptidase,Cell wall/membrane/envelope biogenesis,Q31RZ9,Op99,NC_007604.1,139416,140018,+
SYNPCC7942_RS00705,Synpcc7942_0139,SE_146,ilvB,acetolactate synthase catalytic subunit,ilvB,"acetolactate synthase, large subunit, biosynthetic type",ilvB,biosynthetic-type acetolactate synthase large subunit,Coenzyme transport and metabolism,Q31RZ8,Op100,NC_007604.1,140268,142106,+
SYNPCC7942_RS00710,Synpcc7942_0140,SE_147,SE_147,hypothetical protein,SYNPCC7942_0140,conserved hypothetical protein,SYNPCC7942_RS00710,hypothetical protein,No COG annotation,A0A0H3K3D1,Op101,NC_007604.1,142233,142631,-
SYNPCC7942_RS00715,Synpcc7942_0141,SE_148,secF,preprotein translocase subunit SecF,secF,SecF protein,secF,protein translocase subunit SecF,"Intracellular trafficking, secretion, and vesicular transport",Q31RZ6,Op101,NC_007604.1,142618,143562,-
SYNPCC7942_RS00720,Synpcc7942_0142,SE_149,secD,preprotein translocase subunit SecD,secD,protein-export membrane protein SecD,secD,protein translocase subunit SecD,"Intracellular trafficking, secretion, and vesicular transport",Q31RZ5,Op101,NC_007604.1,143572,144966,-
SYNPCC7942_RS00725,Synpcc7942_0143,SE_150,pdhB,pyruvate/2-oxoglutarate dehydrogese complex dehydrogese (E1) component,SYNPCC7942_RS00725,SYNPCC7942_RS00725,SYNPCC7942_RS00725,alpha-ketoacid dehydrogenase subunit beta,Energy production and conversion,Q31RZ4,Op101,NC_007604.1,145003,145983,-
SYNPCC7942_RS00730,Synpcc7942_0144,SE_151,SE_151,DUF4281 domain-containing protein,SYNPCC7942_0144,conserved hypothetical protein,SYNPCC7942_RS00730,DUF4281 domain-containing protein,Function unknown,A0A0H3K9B2,Op102,NC_007604.1,146268,146720,+
SYNPCC7942_RS00735,Synpcc7942_0145,SE_152,SE_152, DUF3082 domain-containing protein,SYNPCC7942_0145,conserved hypothetical protein,SYNPCC7942_RS00735,DUF3082 domain-containing protein,Function unknown,A0A0H3K3C8,Op103,NC_007604.1,146717,147040,-
SYNPCC7942_RS00740,Synpcc7942_0146,SE_153,SE_153,hypothetical protein,SYNPCC7942_0146,conserved hypothetical protein,SYNPCC7942_RS00740,hypothetical protein,No COG annotation,Q31RZ1,Op104,NC_007604.1,147160,147855,+
SYNPCC7942_RS00745,Synpcc7942_0147,SE_154,SE_154,hypothetical protein,SYNPCC7942_0147,conserved hypothetical protein,SYNPCC7942_RS00745,hypothetical protein,No COG annotation,A0A0H3K2T6,Op105,NC_007604.1,148159,148491,-
SYNPCC7942_RS00750,Synpcc7942_0148,SE_155,SE_155,AAA family ATPase,SYNPCC7942_0148,conserved hypothetical protein,SYNPCC7942_RS00750,bifunctional aminoglycoside phosphotransferase/ATP-binding protein,Function unknown,Q31RY9,Op106,NC_007604.1,148646,150190,+
SYNPCC7942_RS00755,Synpcc7942_0149,SE_156,SE_156,methylated-DNA--[protein]-cysteine S-methyltransferase,ogt,methylated-DNA--protein-cysteine methyltransferase,SYNPCC7942_RS00755,methylated-DNA--[protein]-cysteine S-methyltransferase,"Replication, recombination and repair",Q31RY8,Op107,NC_007604.1,150187,150744,-
SYNPCC7942_RS00760,Synpcc7942_0150,SE_157,SE_157,dolichyl-phosphate beta-D-mannosyltransferase,dpm,Dolichyl-phosphate beta-D-mannosyltransferase,SYNPCC7942_RS00760,glycosyltransferase,Cell wall/membrane/envelope biogenesis,UPI0000460168,Op107,NC_007604.1,150752,151858,-
SYNPCC7942_RS00765,Synpcc7942_0151,SE_158,psfR,response regulator receiver modulated diguanylate cyclase,psfR,PsbAI-stimulating factor,SYNPCC7942_RS00765,response regulator,Signal transduction mechanisms,Q31RY6,Op108,NC_007604.1,152527,154917,+
SYNPCC7942_RS00770,Synpcc7942_0152,SYNPCC7942_RS00770,SYNPCC7942_RS00770,SYNPCC7942_RS00770,mraY,phospho-N-acetylmuramoyl-pentapeptide- transferase,SYNPCC7942_RS00770,phospho-N-acetylmuramoyl-pentapeptide-transferase,Cell wall/membrane/envelope biogenesis,Q5N2C7,Op109,NC_007604.1,154914,156020,-
SYNPCC7942_RS00775,Synpcc7942_0153,SE_160,SE_160,DUF3134 domain-containing protein,SYNPCC7942_0153,conserved hypothetical protein,SYNPCC7942_RS00775,DUF3134 domain-containing protein,Function unknown,A0A0H3K2T0,Op109,NC_007604.1,156026,156307,-
SYNPCC7942_RS00780,Synpcc7942_0154,SE_161,SE_161,fibrillin,SYNPCC7942_0154,hypothetical protein,SYNPCC7942_RS00780,PAP/fibrillin family protein,Function unknown,A0A0H3K2Q2,Op110,NC_007604.1,156340,156957,+
SYNPCC7942_RS00785,Synpcc7942_0155,SE_162,SE_162,hypothetical protein,SYNPCC7942_0155,hypothetical protein,SYNPCC7942_RS00785,hypothetical protein,No COG annotation,Q31RY2,Op110,NC_007604.1,156954,157184,+
SYNPCC7942_RS00790,Synpcc7942_0156,SE_163,SE_163,phosphoglucomutase,pgm1,phosphoglucomutase,SYNPCC7942_RS00790,alpha-D-glucose phosphate-specific phosphoglucomutase,Carbohydrate transport and metabolism,A0A0H3K999,Op111,NC_007604.1,157210,158841,-
SYNPCC7942_RS00795,Synpcc7942_0157,SE_164,SE_164,hypothetical protein,SYNPCC7942_0157,conserved hypothetical protein,SYNPCC7942_RS00795,hypothetical protein,No COG annotation,A0A0H3K3C1,Op112,NC_007604.1,159042,159560,-
SYNPCC7942_RS00800,Synpcc7942_0158,SE_165,moeB,molybdopterin-synthase adenylyltransferase MoeB,SYNPCC7942_0158,rhodanese,moeB,molybdopterin-synthase adenylyltransferase MoeB,Coenzyme transport and metabolism,Q31RX9,Op113,NC_007604.1,159996,161171,-
SYNPCC7942_RS00805,Synpcc7942_0159,SE_166,SE_166,M67 family metallopeptidase,SYNPCC7942_0159,Mov34/MPN/PAD-1,SYNPCC7942_RS00805,M67 family metallopeptidase,Function unknown,A0A0H3K2S3,Op113,NC_007604.1,161198,161632,-
SYNPCC7942_RS00810,Synpcc7942_0160,SE_167,era,GTPase Era,era,GTP-binding protein Era,SYNPCC7942_RS00810,GTPase Era,Function unknown,A0A0H3K2P6,Op114,NC_007604.1,161726,162661,+
SYNPCC7942_RS00815,Synpcc7942_0161,SE_168,SE_168,phycobiliprotein lyase ,SYNPCC7942_0161,conserved hypothetical protein,SYNPCC7942_RS00815,phycobiliprotein lyase,Coenzyme transport and metabolism,A0A0H3K992,Op115,NC_007604.1,162764,163306,+
SYNPCC7942_RS00820,Synpcc7942_0162,SE_169,SE_169,hypothetical protein,SYNPCC7942_0162,hypothetical protein,SYNPCC7942_RS00820,hypothetical protein,No COG annotation,A0A0H3K3B7,Op116,NC_007604.1,163405,163755,+
SYNPCC7942_RS00825,Synpcc7942_0163,SE_170,SE_170,class I SAM-dependent methyltransferase,SYNPCC7942_0163,conserved hypothetical protein,SYNPCC7942_RS00825,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H3K5U4,Op116,NC_007604.1,163761,164510,+
SYNPCC7942_RS00830,Synpcc7942_0164,SE_171,SE_171,iojap-like ribosome-associated protein,iojap,Iojap-related protein,rsfS,ribosome silencing factor,"Translation, ribosomal structure and biogenesis",A0A0H3K2R8,Op116,NC_007604.1,164548,164967,+
SYNPCC7942_RS00835,Synpcc7942_0165,SE_172,ycf36,CGLD27 family protein,SYNPCC7942_0165,hypothetical protein,SYNPCC7942_RS00835,CGLD27 family protein,Function unknown,A0A0H3K2P1,Op116,NC_007604.1,164986,165486,+
SYNPCC7942_RS00840,Synpcc7942_0166,SE_173,SE_173,asparaginase,SYNPCC7942_0166,conserved hypothetical protein,SYNPCC7942_RS00840,asparaginase,Amino acid transport and metabolism,A0A0H3K985,Op116,NC_007604.1,165483,166436,+
SYNPCC7942_RS00850,Synpcc7942_0167,SE_175,SE_175,hypothetical protein,SYNPCC7942_0167,hypothetical protein,SYNPCC7942_RS00850,hypothetical protein,No COG annotation,Q31RX0,Op117,NC_007604.1,166695,166925,-
SYNPCC7942_RS00855,Synpcc7942_0168,SE_176,SE_176,hypothetical protein,SYNPCC7942_0168,conserved hypothetical protein,SYNPCC7942_RS00855,hypothetical protein,No COG annotation,Q31RW9,Op118,NC_007604.1,167065,167748,+
SYNPCC7942_RS00860,Synpcc7942_0169,SE_177,glnN,glutamine synthetase,glnN,glutamine synthetase type III subunit,SYNPCC7942_RS00860,glutamine synthetase III,Function unknown,A0A0H3K5T9,Op119,NC_007604.1,168176,170347,+
SYNPCC7942_RS00865,,SYNPCC7942_RS00865,SYNPCC7942_RS00865,SYNPCC7942_RS00865,SYNPCC7942_RS00865,SYNPCC7942_RS00865,SYNPCC7942_RS00865,hypothetical protein,No COG annotation,UPI000584411C,Op120,NC_007604.1,170435,170752,+
SYNPCC7942_RS00870,Synpcc7942_0171,SE_179,cysM,cysteine synthase,cysM,cysteine synthase,SYNPCC7942_RS00870,cysteine synthase A,Amino acid transport and metabolism,UPI000046015D,Op121,NC_007604.1,170929,171915,+
SYNPCC7942_RS00875,Synpcc7942_0172,SE_180,SE_180,hypothetical protein,SYNPCC7942_0172,hypothetical protein,SYNPCC7942_RS00875,hypothetical protein,No COG annotation,Q31RW5,Op121,NC_007604.1,171912,172205,+
SYNPCC7942_RS00880,Synpcc7942_0173,SE_181,cysQ,3'-phosphoadenosine 5'-phosphosulfate 3'-phosphatase,cysQ,3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase-like,SYNPCC7942_RS00880,3'(2')%2C5'-bisphosphate nucleotidase CysQ,Inorganic ion transport and metabolism,A0A0H3K2N4,Op122,NC_007604.1,172202,173071,-
SYNPCC7942_RS00885,Synpcc7942_0174,SE_182,SE_182,16S rRNA methyltransferase,SYNPCC7942_0174,Protein of unknown function UPF0011,rsmI,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,Coenzyme transport and metabolism,A0A0H3K977,Op123,NC_007604.1,173111,173989,+
SYNPCC7942_RS00890,Synpcc7942_0175,SE_183,SE_183,DUF1049 domain-containing protein,SYNPCC7942_0175,hypothetical protein,SYNPCC7942_RS00890,DUF1049 domain-containing protein,No COG annotation,Q31RW2,Op123,NC_007604.1,173986,174198,+
SYNPCC7942_RS13665,Synpcc7942_0176,SE_184,SE_184,hypothetical protein,SYNPCC7942_RS13665,SYNPCC7942_RS13665,SYNPCC7942_RS13665,hypothetical protein,No COG annotation,Q31RW1,Op124,NC_007604.1,174311,174712,+
SYNPCC7942_RS00900,Synpcc7942_0177,SE_185,SE_185,ABC-2 type transport system permease protein,SYNPCC7942_0177,"ABC-type uncharacterized transport system, permease component",SYNPCC7942_RS00900,ABC-2 family transporter protein,Function unknown,Q31RW0,Op125,NC_007604.1,174709,175497,-
SYNPCC7942_RS00905,Synpcc7942_0178,SE_186,SE_186,ATP-binding cassette domain-containing protein,SYNPCC7942_0178,"ABC-type uncharacterized transport system, ATPase component",SYNPCC7942_RS00905,ATP-binding cassette domain-containing protein,Function unknown,UPI0002DEFCC6,Op125,NC_007604.1,175494,176477,-
SYNPCC7942_RS00910,Synpcc7942_0179,SE_187,SE_187,tRNA-binding protein,csaA,Secretion chaperone CsaA,SYNPCC7942_RS00910,tRNA-binding protein,"Translation, ribosomal structure and biogenesis",UPI000585580C,Op126,NC_007604.1,176757,177095,+
SYNPCC7942_RS00915,Synpcc7942_0180,SE_188,SE_188,DUF4435 domain-containing protein,SYNPCC7942_0180,conserved hypothetical protein,SYNPCC7942_RS00915,DUF4435 domain-containing protein,Function unknown,A0A0H3K966,Op127,NC_007604.1,177550,178422,-
SYNPCC7942_RS00920,Synpcc7942_0181,SE_189,SE_189,AAA family ATPase,SYNPCC7942_0181,ATPase,SYNPCC7942_RS00920,AAA family ATPase,Defense mechanisms,A0A0H3K3A6,Op127,NC_007604.1,178419,179792,-
SYNPCC7942_RS00925,Synpcc7942_0182,SE_190,SE_190,class I SAM-dependent methyltransferase,SYNPCC7942_0182,hypothetical protein,SYNPCC7942_RS00925,class I SAM-dependent methyltransferase,"Translation, ribosomal structure and biogenesis",Q31RV5,Op128,NC_007604.1,180156,180881,-
SYNPCC7942_RS00930,Synpcc7942_0183,SE_191,SE_191,hypothetical protein,SYNPCC7942_0183,conserved hypothetical protein,SYNPCC7942_RS00930,hypothetical protein,No COG annotation,Q31RV4,Op129,NC_007604.1,181078,181467,+
SYNPCC7942_RS00935,Synpcc7942_0184,SE_192,pit,"inorganic phosphate transporter, PiT family",SYNPCC7942_0184,putative phosphate permease,SYNPCC7942_RS00935,inorganic phosphate transporter,Inorganic ion transport and metabolism,A0A0H3K2M2,Op129,NC_007604.1,181464,182555,+
