locus_tag,gene_name,start,end,strand,gene_product,uniprot,COG,KEGG_ko
SYNPCC7942_RS01155,SYNPCC7942_RS01155,224629,225255,+,aminoacyl-tRNA hydrolase,Q31RR0,J,K01056
SYNPCC7942_RS01160,SYNPCC7942_RS01160,225284,225544,+,DUF3146 family protein,A0A0H3K377,S,
SYNPCC7942_RS01165,SYNPCC7942_RS01165,225658,226221,+,hypothetical protein,Q31RQ8,S,
SYNPCC7942_RS01170,SYNPCC7942_RS01170,226263,227309,-,hypothetical protein,A0A0H3K2L0,X,
SYNPCC7942_RS01175,SYNPCC7942_RS01175,227407,227931,-,GNAT family N-acetyltransferase,A0A0H3K2J8,M,
SYNPCC7942_RS01180,aroA,227939,229285,-,3-phosphoshikimate 1-carboxyvinyltransferase,Q31RQ5,E,K00800
SYNPCC7942_RS01185,SYNPCC7942_RS01185,229629,230054,-,hypothetical protein,A0A0H3K909,X,
SYNPCC7942_RS01190,SYNPCC7942_RS01190,230158,231150,-,alpha/beta fold hydrolase,A0A0H3K372,I,
SYNPCC7942_RS01195,SYNPCC7942_RS01195,231162,231677,+,cyclic nucleotide-binding domain-containing protein,A0A0H3K5N4,T,
SYNPCC7942_RS01200,SYNPCC7942_RS01200,232018,232557,+,cyclic nucleotide-binding domain-containing protein,A0A0H3K2K5,T,
SYNPCC7942_RS01205,SYNPCC7942_RS01205,232565,233143,-,hypothetical protein,A0A0H3K2J4,X,
SYNPCC7942_RS01210,SYNPCC7942_RS01210,233143,234324,-,hypothetical protein,A0A0H3K901,S,K09792
SYNPCC7942_RS01215,SYNPCC7942_RS01215,234331,234669,-,c-type cytochrome,Q31RP8,C,K08906
SYNPCC7942_RS01220,SYNPCC7942_RS01220,234851,235342,-,allophycocyanin alpha-B chain,P11390,C,K02095
SYNPCC7942_RS01225,rlmD,235487,236854,+,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,Q31RP6,J,K03215
SYNPCC7942_RS01235,SYNPCC7942_RS01235,237166,238275,-,calcium/sodium antiporter,Q31RP5,P,K07301
SYNPCC7942_RS01240,SYNPCC7942_RS01240,238379,238522,-,high light inducible protein,A0A0H3K2J0,S,K01772
SYNPCC7942_RS01245,glgP,238622,241156,-,glycogen/starch/alpha-glucan phosphorylase,A0A0H3K8Y8,G,K00688
SYNPCC7942_RS01250,gap,241168,242229,-,type I glyceraldehyde-3-phosphate dehydrogenase,A0A0H3K365,C,K00134
SYNPCC7942_RS01255,SYNPCC7942_RS01255,242421,243500,+,amino acid ABC transporter substrate-binding protein,A0A0H3K5M3,E,K09969
SYNPCC7942_RS01260,SYNPCC7942_RS01260,243507,244640,+,ABC transporter permease subunit,Q31RP0,P,K09970
SYNPCC7942_RS01265,SYNPCC7942_RS01265,244642,245832,+,amino acid ABC transporter permease,Q31RN9,P,K09971
SYNPCC7942_RS01270,SYNPCC7942_RS01270,245851,246636,+,amino acid ABC transporter ATP-binding protein,A0A0H3K8Y3,E,"K09972,ko:K10004"
SYNPCC7942_RS01275,SYNPCC7942_RS01275,246639,247106,+,pentapeptide repeat-containing protein,A0A0H3K360,S,
SYNPCC7942_RS01280,SYNPCC7942_RS01280,247110,247880,+,3'-5' exonuclease,A0A0H3K5L8,L,K02342
SYNPCC7942_RS01285,SYNPCC7942_RS01285,247909,248136,-,hypothetical protein,A0A0H3K2I2,S,
SYNPCC7942_RS01290,SYNPCC7942_RS01290,248171,248629,-,hypothetical protein,UPI00005E27F3,X,
SYNPCC7942_RS01295,gyrA,248859,251429,+,DNA gyrase subunit A,A0A0H3K8X7,L,K02469
SYNPCC7942_RS01300,SYNPCC7942_RS01300,251503,252783,-,ATP-binding protein,Q31RN2,S,K06923
SYNPCC7942_RS01305,SYNPCC7942_RS01305,252903,254099,+,amidohydrolase,UPI0000460129,S,K01436
SYNPCC7942_RS01310,SYNPCC7942_RS01310,254096,254845,-,TIGR00297 family protein,A0A0H3K2H7,S,
SYNPCC7942_RS01315,SYNPCC7942_RS01315,254894,255334,+,glyoxalase,Q31RM9,S,K06991
SYNPCC7942_RS01320,SYNPCC7942_RS01320,255474,255806,+,hypothetical protein,A0A0H3K8X3,X,
SYNPCC7942_RS01325,SYNPCC7942_RS01325,255961,258435,-,ATP-dependent Clp protease ATP-binding subunit,Q31RM7,O,K03696
SYNPCC7942_RS01330,rimI,258579,259178,-,ribosomal protein S18-alanine N-acetyltransferase,Q31RM6,K,K03789
SYNPCC7942_RS01335,lysA,259226,260620,+,diaminopimelate decarboxylase,A0A0H3K2H2,E,K01586
SYNPCC7942_RS01340,SYNPCC7942_RS01340,260700,261620,+,TIGR00159 family protein,A0A0H3K2H0,S,
SYNPCC7942_RS01345,uppS,261617,262372,+,di-trans%2Cpoly-cis-decaprenylcistransferase,A0A0H3K8W9,H,K00806
SYNPCC7942_RS01350,SYNPCC7942_RS01350,262385,262660,-,DUF3143 domain-containing protein,A0A0H3K348,S,
SYNPCC7942_RS01355,SYNPCC7942_RS01355,262638,263195,-,J domain-containing protein,Q31RM1,O,
SYNPCC7942_RS13905,SYNPCC7942_RS13905,263499,263636,+,hypothetical protein,UPI0002E78364,X,
SYNPCC7942_RS01360,rsmG,263757,264485,+,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,Q31RM0,J,K03501
SYNPCC7942_RS01365,SYNPCC7942_RS01365,264482,264964,-,MEKHLA domain-containing protein,A0A0H3K2G7,S,
SYNPCC7942_RS01370,SYNPCC7942_RS01370,264976,265857,-,alpha/beta fold hydrolase,Q31RL8,I,
SYNPCC7942_RS01375,SYNPCC7942_RS01375,265957,267168,+,glycosyltransferase,A0A0H3K8W3,M,
SYNPCC7942_RS01380,cobA,267165,267896,+,uroporphyrinogen-III C-methyltransferase,A0A0H3K344,H,K02303
SYNPCC7942_RS01385,SYNPCC7942_RS01385,267889,268683,+,uroporphyrinogen-III synthase,A0A0H3K5J4,H,"K01719,ko:K13542"
SYNPCC7942_RS01390,SYNPCC7942_RS01390,268662,269291,+,dephospho-CoA kinase,Q31RL4,F,K00859
SYNPCC7942_RS01395,SYNPCC7942_RS01395,269329,269667,+,nucleotidyltransferase family protein,A0A0H3K2G0,S,K07075
SYNPCC7942_RS01400,SYNPCC7942_RS01400,269657,269989,+,DUF86 domain-containing protein,A0A0H3K2F9,S,
SYNPCC7942_RS01405,SYNPCC7942_RS01405,270001,271461,-,FAD-binding protein,A0A0H3K8V6,C,K00104
SYNPCC7942_RS01410,ligA,271493,273532,-,NAD-dependent DNA ligase LigA,Q31RL0,L,K01972
SYNPCC7942_RS01415,hoxE,273657,274154,+,bidirectional hydrogenase complex protein HoxE,Q31RK9,C,K05586
SYNPCC7942_RS01420,SYNPCC7942_RS01420,274154,275758,+,NADH dehydrogenase,Q31RK8,C,K05587
SYNPCC7942_RS01425,SYNPCC7942_RS01425,275768,277033,-,competence/damage-inducible protein A,Q31RK7,S,K03742
SYNPCC7942_RS01430,SYNPCC7942_RS01430,277043,278116,-,undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,A0A0H3K2F4,M,K02851
SYNPCC7942_RS01435,SYNPCC7942_RS01435,278139,279422,-,serine hydroxymethyltransferase,Q31RK5,E,K00600
SYNPCC7942_RS01440,dusB,279619,280623,-,tRNA dihydrouridine synthase DusB,A0A0H3K8V0,H,
SYNPCC7942_RS01445,SYNPCC7942_RS01445,280701,281009,+,carbon dioxide-concentrating mechanism protein CcmK,A0A0H3K334,C,
SYNPCC7942_RS01450,SYNPCC7942_RS01450,281054,281395,+,carbon dioxide-concentrating mechanism protein CcmK,A0A0H3K5I4,C,
SYNPCC7942_RS01455,SYNPCC7942_RS01455,281480,281842,+,DUF1823 family protein,A0A0H3K2E8,S,
SYNPCC7942_RS13610,SYNPCC7942_RS13610,281897,282592,+,potassium channel family protein,Q31RK0,K,
SYNPCC7942_RS01465,glmU,282604,283962,-,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,Q31RJ9,M,K04042
SYNPCC7942_RS01470,secA,284148,286994,+,preprotein translocase subunit SecA,Q55357,U,K03070
SYNPCC7942_RS01475,SYNPCC7942_RS01475,287003,288139,+,quinone-dependent dihydroorotate dehydrogenase,Q31RJ7,F,K00254
SYNPCC7942_RS01485,SYNPCC7942_RS01485,288312,288530,+,DUF2555 domain-containing protein,A0A0H3K8U5,S,
SYNPCC7942_RS01490,coaBC,288534,289760,+,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,Q31RJ5,H,K13038
SYNPCC7942_RS01495,SYNPCC7942_RS01495,289757,290095,-,hypothetical protein,A0A0H3K5I1,X,
SYNPCC7942_RS01500,SYNPCC7942_RS01500,290394,291227,+,photosystem II manganese-stabilizing polypeptide,A0A0H3K2E2,S,K02716
SYNPCC7942_RS01505,sat,291417,292604,+,sulfate adenylyltransferase,Q31RJ2,P,K00958
SYNPCC7942_RS01510,SYNPCC7942_RS01510,292726,294765,+,caspase family protein,UPI0002FE2AEE,S,
SYNPCC7942_RS01515,hflB,294872,296713,+,ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein,A0A0H3K8T9,O,K03798
SYNPCC7942_RS01520,mreD,296980,297663,-,rod shape-determining protein MreD,A0A0H3K327,M,
SYNPCC7942_RS01525,mreC,297624,298373,-,rod shape-determining protein MreC,A0A0H3K5H5,M,K03570
SYNPCC7942_RS01530,SYNPCC7942_RS01530,298398,299435,-,rod shape-determining protein,A0A0H3K2D6,D,K03569
SYNPCC7942_RS01535,SYNPCC7942_RS01535,299628,299990,+,single-stranded DNA-binding protein,Q31RI6,L,K03111
SYNPCC7942_RS01540,SYNPCC7942_RS01540,300008,301594,-,DUF1669 domain-containing protein,UPI00003A0683,I,
SYNPCC7942_RS01545,SYNPCC7942_RS01545,301609,302697,+,potassium channel protein,A0A0H3K322,P,K10716
SYNPCC7942_RS01550,SYNPCC7942_RS01550,302833,303480,+,hypothetical protein,A0A0H3K5H2,H,
SYNPCC7942_RS01555,SYNPCC7942_RS01555,303815,304045,+,addiction module protein,Q31RI2,S,
SYNPCC7942_RS01560,SYNPCC7942_RS01560,304042,304332,+,type II toxin-antitoxin system RelE/ParE family toxin,UPI000046010C,D,
SYNPCC7942_RS01565,SYNPCC7942_RS01565,304710,305936,-,sodium:proton antiporter,Q8VPV2,P,
SYNPCC7942_RS01570,SYNPCC7942_RS01570,305969,307108,-,CO2 hydration protein,A0A0H3K8S7,C,
SYNPCC7942_RS01575,SYNPCC7942_RS01575,307139,309043,-,NAD(P)H-quinone oxidoreductase subunit F,Q8VPV4,C,K05577
SYNPCC7942_RS01580,SYNPCC7942_RS01580,309473,310417,-,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,Q31RH7,F,K00919
SYNPCC7942_RS01585,rsmA,310414,311253,-,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,Q31RH6,J,K02528
SYNPCC7942_RS01590,SYNPCC7942_RS01590,311280,311708,-,YraN family protein,Q31RH5,L,
SYNPCC7942_RS01595,SYNPCC7942_RS01595,311762,312274,+,pentapeptide repeat-containing protein,A0A0H3K2C7,S,
SYNPCC7942_RS01600,SYNPCC7942_RS01600,312403,313032,-,succinate dehydrogenase cytochrome b subunit,A0A0H3K2C9,C,K00241
SYNPCC7942_RS01605,SYNPCC7942_RS01605,313079,314374,-,adenylosuccinate lyase,Q31RH2,F,K01756
SYNPCC7942_RS01610,SYNPCC7942_RS01610,314432,314623,-,hypothetical protein,A0A0H3K313,X,
SYNPCC7942_RS01615,SYNPCC7942_RS01615,314897,315355,+,hypothetical protein,Q31RH0,X,
SYNPCC7942_RS01620,SYNPCC7942_RS01620,315642,316097,+,hypothetical protein,Q31RG9,X,
SYNPCC7942_RS01625,SYNPCC7942_RS01625,316162,316980,+,TlyA family RNA methyltransferase,A0A0H3K2C4,J,K06442
SYNPCC7942_RS01630,galE,317010,318008,+,UDP-glucose 4-epimerase GalE,A0A0H3K8R3,M,K01784
SYNPCC7942_RS01635,SYNPCC7942_RS01635,318147,318485,-,P-II family nitrogen regulator,P0A3F4,K,"K04751,ko:K04752"
SYNPCC7942_RS01640,SYNPCC7942_RS01640,318679,320049,-,cytochrome c biogenesis protein,Q31RG5,O,K07399
SYNPCC7942_RS01645,SYNPCC7942_RS01645,320046,320804,-,cytochrome C biogenesis protein CcdA,Q31RG4,O,K06196
SYNPCC7942_RS01650,SYNPCC7942_RS01650,320824,322008,-,FtsW/RodA/SpoVE family cell cycle protein,Q31RG3,D,K03588
SYNPCC7942_RS01655,SYNPCC7942_RS01655,322093,322296,-,photosystem I reaction center subunit XII,UPI0000132BBB,S,K02094
SYNPCC7942_RS01660,apcB,322388,322873,-,allophycocyanin subunit beta,P06113,C,K02093
SYNPCC7942_RS01665,SYNPCC7942_RS01665,322930,323415,-,allophycocyanin alpha chain,P06112,C,K02092
SYNPCC7942_RS01670,SYNPCC7942_RS01670,323781,325898,-,phycobiliprotein ApcE,P28035,G,K02096
SYNPCC7942_RS01675,SYNPCC7942_RS01675,326161,327357,+,methyltransferase domain-containing protein,UPI0005850867,H,
SYNPCC7942_RS01680,SYNPCC7942_RS01680,327475,327900,+,hypothetical protein,UPI0005843132,S,K02116
SYNPCC7942_RS01685,SYNPCC7942_RS01685,327956,328711,+,F0F1 ATP synthase subunit A,UPI0000460107,C,K02108
SYNPCC7942_RS01690,atpE,328854,329099,+,ATP synthase F0 subunit C,P08445,C,K02110
SYNPCC7942_RS01695,SYNPCC7942_RS01695,329244,329720,+,F0F1 ATP synthase subunit B',P08446,C,K02109
SYNPCC7942_RS01700,SYNPCC7942_RS01700,329764,330279,+,F0F1 ATP synthase subunit B,P08447,C,K02109
SYNPCC7942_RS01705,SYNPCC7942_RS01705,330289,330831,+,F0F1 ATP synthase subunit delta,P08448,C,K02113
SYNPCC7942_RS01710,SYNPCC7942_RS01710,330878,332395,+,F0F1 ATP synthase subunit alpha,Q31RF1,F,K02111
SYNPCC7942_RS01715,SYNPCC7942_RS01715,332458,333408,+,F0F1 ATP synthase subunit gamma,Q31RF0,C,K02115
SYNPCC7942_RS01720,SYNPCC7942_RS01720,333517,333834,+,2Fe-2S iron-sulfur cluster binding domain-containing protein,P08451,C,K02639
SYNPCC7942_RS01725,SYNPCC7942_RS01725,333834,334013,+,hypothetical protein,UPI00003A066B,X,
SYNPCC7942_RS01730,SYNPCC7942_RS01730,333995,335074,+,DUF3326 domain-containing protein,P08452,S,
SYNPCC7942_RS01735,SYNPCC7942_RS01735,335071,335652,+,CPBP family intramembrane metalloprotease,A0A0H3K2B8,S,K07052
SYNPCC7942_RS01740,SYNPCC7942_RS01740,335633,336205,+,hypothetical protein,A0A0H3K2C0,X,
SYNPCC7942_RS01745,SYNPCC7942_RS01745,336363,336590,+,hypothetical protein,Q31RE5,X,
SYNPCC7942_RS01750,psb27,336654,337055,+,photosystem II protein Psb27,Q31RE4,M,K08902
SYNPCC7942_RS01755,SYNPCC7942_RS01755,337408,338451,-,M23 family metallopeptidase,A0A0H3K5F0,M,
SYNPCC7942_RS01760,SYNPCC7942_RS01760,338536,339306,-,biotin--[acetyl-CoA-carboxylase] ligase,A0A0H3K2B3,H,K03524
SYNPCC7942_RS01765,pgeF,339352,340131,+,peptidoglycan editing factor PgeF,A0A0H3K2B4,S,K05810
SYNPCC7942_RS01770,recA,340698,341768,-,recombinase RecA,Q31RD9,L,K03553
SYNPCC7942_RS01775,SYNPCC7942_RS01775,341883,342443,-,DUF3611 family protein,A0A0H3K2Z7,C,
SYNPCC7942_RS01780,SYNPCC7942_RS01780,342793,343671,+,ATP-binding cassette domain-containing protein,A0A0H3K5E5,Q,K02065
SYNPCC7942_RS01785,SYNPCC7942_RS01785,343699,344832,+,MCE family protein,A0A0H3K2B0,Q,K02067
SYNPCC7942_RS01790,msrB,344823,345431,-,peptide-methionine (R)-S-oxide reductase MsrB,A0A0H3K2A8,O,K07305
SYNPCC7942_RS01795,SYNPCC7942_RS01795,345470,346432,+,bile acid:sodium symporter family protein,Q31RD4,S,K03453
SYNPCC7942_RS13910,SYNPCC7942_RS13910,346536,346772,+,hypothetical protein,UPI0012DC61E1,X,
SYNPCC7942_RS01800,SYNPCC7942_RS01800,346832,348460,-,beta-glucosidase,Q31RD3,G,"K01207,ko:K05349"
SYNPCC7942_RS01805,rbfA,348457,348870,-,30S ribosome-binding factor RbfA,Q31RD2,J,K02834
SYNPCC7942_RS01810,SYNPCC7942_RS01810,348922,349146,-,DUF751 family protein,A0A0H3K5D9,S,
SYNPCC7942_RS01815,SYNPCC7942_RS01815,349591,349968,-,hypothetical protein,UPI00058508B9,X,
SYNPCC7942_RS01820,ictB,349875,351278,-,putative bicarbonate transporter%2C IctB family,A0A0H3K2A5,M,K18814
SYNPCC7942_RS01825,trmB,351309,351950,-,tRNA (guanosine(46)-N7)-methyltransferase TrmB,P72546,J,K03439
SYNPCC7942_RS01830,SYNPCC7942_RS01830,352026,353207,+,metallophosphoesterase,UPI00004600F9,S,
SYNPCC7942_RS01835,SYNPCC7942_RS01835,353103,354299,-,hypothetical protein,A0A0H3K8N5,S,
SYNPCC7942_RS01840,SYNPCC7942_RS01840,354532,354759,+,hypothetical protein,A0A0H3K2Y6,S,
SYNPCC7942_RS01845,SYNPCC7942_RS01845,354884,355483,+,DUF3177 family protein,A0A0H3K5D4,S,
SYNPCC7942_RS01850,SYNPCC7942_RS01850,355509,355793,+,hypothetical protein,Q31RC4,X,
SYNPCC7942_RS01855,SYNPCC7942_RS01855,355865,356416,+,phycobiliprotein lyase,A0A0H3K298,H,
SYNPCC7942_RS01860,SYNPCC7942_RS01860,356676,357305,+,response regulator,A0A0H3K8M9,T,
SYNPCC7942_RS13915,SYNPCC7942_RS13915,357299,357436,-,hypothetical protein,UPI0002FF3C55,X,
SYNPCC7942_RS01865,SYNPCC7942_RS01865,357549,359732,+,SLC26A/SulP transporter family protein,A0A0H3K2Y1,P,
SYNPCC7942_RS01870,SYNPCC7942_RS01870,359767,360690,-,bile acid:sodium symporter family protein,Q31RC0,S,K03453
SYNPCC7942_RS01875,xseA,360711,362063,+,exodeoxyribonuclease VII large subunit,Q31RB9,L,K03601
SYNPCC7942_RS01880,SYNPCC7942_RS01880,362147,363601,+,FAD-dependent oxidoreductase,Q31RB8,E,K00274
SYNPCC7942_RS01885,SYNPCC7942_RS01885,363763,365067,+,aminotransferase class V-fold PLP-dependent enzyme,A0A0H3K8M4,E,K01740
SYNPCC7942_RS01890,metA,365116,366015,+,homoserine O-succinyltransferase,Q31RB6,E,K00651
SYNPCC7942_RS13670,SYNPCC7942_RS13670,366053,366853,+,hypothetical protein,Q31RB5,S,
SYNPCC7942_RS01900,SYNPCC7942_RS01900,366738,368024,-,hypothetical protein,Q31RB4,S,
SYNPCC7942_RS01905,SYNPCC7942_RS01905,368290,368574,-,hypothetical protein,Q31RB3,X,
SYNPCC7942_RS01910,SYNPCC7942_RS01910,368929,370344,-,insulinase family protein,A0A0H3K288,S,K07263
SYNPCC7942_RS01915,SYNPCC7942_RS01915,370341,371867,-,insulinase family protein,Q31RB1,S,
SYNPCC7942_RS01920,SYNPCC7942_RS01920,371868,372206,-,hypothetical protein,A0A0H3K8M0,X,
SYNPCC7942_RS01925,SYNPCC7942_RS01925,372532,373326,+,MlaE family lipid ABC transporter permease subunit,A0A0H3K2X4,Q,K02066
SYNPCC7942_RS01930,SYNPCC7942_RS01930,373380,373763,+,DUF3119 family protein,Q31RA8,S,
SYNPCC7942_RS01935,SYNPCC7942_RS01935,373785,374828,+,DUF3086 domain-containing protein,A0A0H3K281,D,
SYNPCC7942_RS01940,SYNPCC7942_RS01940,374813,375019,-,hypothetical protein,UPI00004600EB,X,
SYNPCC7942_RS01945,SYNPCC7942_RS01945,375032,375346,-,DUF2752 domain-containing protein,Q31RA6,S,
SYNPCC7942_RS01950,SYNPCC7942_RS01950,375456,375722,-,TM2 domain-containing protein,A0A0H3K8L4,S,
SYNPCC7942_RS01955,SYNPCC7942_RS01955,375762,376448,-,hypothetical protein,Q31RA4,S,
SYNPCC7942_RS01960,SYNPCC7942_RS01960,376527,377237,-,hypothetical protein,Q31RA3,S,
SYNPCC7942_RS01965,chlP,377321,378568,-,geranylgeranyl reductase,UPI00004600E9,C,K10960
SYNPCC7942_RS01970,yvcK,378981,380390,+,YvcK family protein,A0A0H3K275,S,
SYNPCC7942_RS01975,tsaE,380395,380901,+,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,A0A0H3K8L0,S,K06925
SYNPCC7942_RS01980,SYNPCC7942_RS01980,380870,381991,-,glycosyltransferase family 4 protein,Q31R99,M,
SYNPCC7942_RS01985,SYNPCC7942_RS01985,382085,382285,+,hypothetical protein,UPI00004600E5,X,
SYNPCC7942_RS01990,chrA,382303,383454,-,chromate efflux transporter,A0A0H3K5A9,P,K07240
SYNPCC7942_RS01995,SYNPCC7942_RS01995,383545,385125,-,alpha/beta hydrolase,A0A0H3K271,S,
SYNPCC7942_RS02000,SYNPCC7942_RS02000,385350,386699,-,murein transglycosylase,UPI0012DF80B3,M,K08304
SYNPCC7942_RS02005,SYNPCC7942_RS02005,386677,387357,+,DUF2993 domain-containing protein,Q31R94,S,
SYNPCC7942_RS02010,SYNPCC7942_RS02010,387354,388220,-,phosphatidate cytidylyltransferase,A0A0H3K2V7,M,K00981
SYNPCC7942_RS02015,SYNPCC7942_RS02015,388494,389618,+,hypothetical protein,Q31R92,L,
SYNPCC7942_RS02020,SYNPCC7942_RS02020,389953,391494,+,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,Q31R91,F,K00602
SYNPCC7942_RS02025,SYNPCC7942_RS02025,391532,392923,+,flagellar biosynthesis protein FlgM,Q31R90,G,K01193
SYNPCC7942_RS02030,SYNPCC7942_RS02030,392990,393448,+,DUF4079 domain-containing protein,A0A0H3K8J8,S,
SYNPCC7942_RS02035,SYNPCC7942_RS02035,393793,394545,-,MBL fold metallo-hydrolase,A0A0H3K2V2,S,
SYNPCC7942_RS02040,SYNPCC7942_RS02040,394579,395181,-,aminodeoxychorismate/anthranilate synthase component II,A0A0H3K598,E,"K01658,ko:K01664"
SYNPCC7942_RS02045,SYNPCC7942_RS02045,395246,395731,-,diacylglycerol kinase family protein,A0A0H3K257,M,K00901
SYNPCC7942_RS02050,ybeY,396872,397396,-,rRNA maturation RNase YbeY,Q31R85,J,K07042
SYNPCC7942_RS02055,SYNPCC7942_RS02055,397398,397577,-,DUF3285 domain-containing protein,Q31R84,S,
SYNPCC7942_RS02060_1,SYNPCC7942_RS02060_1,397595,398644,-,peptide chain release factor 2,UPI0012DFBB83,J,K02836
SYNPCC7942_RS02060_2,SYNPCC7942_RS02060_2,398646,398717,-,peptide chain release factor 2,UPI0012DFBB83,X,
SYNPCC7942_RS02065,holA,398870,399868,+,DNA polymerase III subunit delta,Q31R82,L,K02340
SYNPCC7942_RS02070,SYNPCC7942_RS02070,399953,400354,+,DUF4168 domain-containing protein,A0A0H3K2V0,S,
SYNPCC7942_RS02075,psaK,400429,400671,-,photosystem I reaction center subunit PsaK,A0A0H3K593,U,K02698
SYNPCC7942_RS02080,SYNPCC7942_RS02080,400768,401421,+,phosphoribosylanthranilate isomerase,Q31R79,E,K01817
SYNPCC7942_RS02085,SYNPCC7942_RS02085,401464,401748,-,ribbon-helix-helix protein%2C CopG family,Q31R78,X,
SYNPCC7942_RS02090,SYNPCC7942_RS02090,401750,402022,-,BrnT family toxin,A0A0H3K252,S,
SYNPCC7942_RS02095,SYNPCC7942_RS02095,402191,402991,-,tryptophan synthase subunit alpha,Q31R76,E,K01695
SYNPCC7942_RS02100,SYNPCC7942_RS02100,403022,403351,-,DUF3007 family protein,A0A0H3K253,S,
SYNPCC7942_RS02105,SYNPCC7942_RS02105,403352,403564,-,NAD(P)H-quinone oxidoreductase subunit L,UPI000585A481,C,
SYNPCC7942_RS02115,SYNPCC7942_RS02115,404016,405188,+,hypothetical protein,Q31R73,S,
SYNPCC7942_RS02120,SYNPCC7942_RS02120,405168,406145,-,pentapeptide repeat-containing protein,A0A0H3K2U4,S,
SYNPCC7942_RS02125,SYNPCC7942_RS02125,406389,406772,+,hypothetical protein,UPI00005E2802,X,
SYNPCC7942_RS02130,SYNPCC7942_RS02130,406851,408359,+,AAA family ATPase,A0A0H3K249,O,
SYNPCC7942_RS02135,SYNPCC7942_RS02135,408494,408844,+,DUF1257 domain-containing protein,A0A0H3K243,S,
SYNPCC7942_RS02140,bioB,408941,409903,-,biotin synthase BioB,Q31R68,H,K01012
SYNPCC7942_RS02145,SYNPCC7942_RS02145,409951,411516,-,hypothetical protein,Q31R67,H,
SYNPCC7942_RS02150,SYNPCC7942_RS02150,411548,411946,-,MAPEG family protein,Q31R66,S,
SYNPCC7942_RS02155,SYNPCC7942_RS02155,412147,413289,+,hypothetical protein,A0A0H3K586,X,
SYNPCC7942_RS02160,SYNPCC7942_RS02160,413396,413614,-,hypothetical protein,A0A0H3K242,X,
SYNPCC7942_RS02165,psbA,413873,414955,+,photosystem II q(b) protein,P04996,C,K02703
SYNPCC7942_RS02170,SYNPCC7942_RS02170,415064,415441,-,DUF760 domain-containing protein,A0A0H3K237,S,
SYNPCC7942_RS02175,scpB,415535,416086,-,SMC-Scp complex subunit ScpB,A0A0H3K8F8,D,K06024
SYNPCC7942_RS02180,ccmA,416103,416951,-,heme ABC exporter ATP-binding protein CcmA,A0A0H3K2T4,V,K01990
SYNPCC7942_RS02185,cimA,416982,418610,-,citramalate synthase,A0A0H3K581,E,K01649
SYNPCC7942_RS02190,SYNPCC7942_RS02190,418681,419220,-,hypothetical protein,UPI00003A061C,X,
SYNPCC7942_RS02195,SYNPCC7942_RS02195,419382,421292,+,1-deoxy-D-xylulose-5-phosphate synthase,Q8GAA0,F,K01662
SYNPCC7942_RS02200,SYNPCC7942_RS02200,421289,422557,+,NAD(P)/FAD-dependent oxidoreductase,UPI00004600CE,C,
SYNPCC7942_RS02205,SYNPCC7942_RS02205,422547,423245,+,M15 family metallopeptidase,Q8GAA2,M,K08641
SYNPCC7942_RS02210,SYNPCC7942_RS02210,423632,424840,+,hypothetical protein,Q8GMQ5,X,
SYNPCC7942_RS02220,SYNPCC7942_RS02220,425057,426064,+,permease,A0A0H3K578,S,K07089
SYNPCC7942_RS02225,SYNPCC7942_RS02225,426075,426830,+,TIGR03943 family protein,A0A0H3K228,S,
SYNPCC7942_RS02230,SYNPCC7942_RS02230,426845,427150,+,hypothetical protein,A0A0H3K227,V,
SYNPCC7942_RS02235,SYNPCC7942_RS02235,427210,427446,+,DUF2281 domain-containing protein,,S,
SYNPCC7942_RS02240,SYNPCC7942_RS02240,427463,428029,+,glutathione peroxidase,Q8GMQ9,S,
SYNPCC7942_RS13920,SYNPCC7942_RS13920,427989,428495,+,hypothetical protein,UPI00005E2803,X,
SYNPCC7942_RS02245,SYNPCC7942_RS02245,428611,429300,-,magnesium protoporphyrin IX methyltransferase,A0A0H3K2S4,H,K03428
SYNPCC7942_RS02250,nagA,429346,430560,-,N-acetylglucosamine-6-phosphate deacetylase,Q8GMR2,G,K01443
SYNPCC7942_RS02255,purE,430523,431191,+,5-(carboxyamino)imidazole ribonucleotide mutase,A0A0H3K221,F,K01588
SYNPCC7942_RS02260,amt,431458,432951,+,ammonium transporter,Q31R45,P,K03320
SYNPCC7942_RS02265,SYNPCC7942_RS02265,433076,434317,-,S-layer homology domain-containing protein,A0A0H3K8D6,U,
SYNPCC7942_RS02270,SYNPCC7942_RS02270,434357,435040,-,TrbI/VirB10 family protein,A0A0H3K2S0,U,
